"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",25,23,27,15,10,3,15,19,22
"2",13,22,4,8,18,20,21,20,13
"3",16,7,15,2,11,10,11,21,2
"4",20,8,3,18,24,12,17,13,17
"5",18,26,22,6,28,5,9,12,11
"6",10,28,20,10,16,11,1,26,27
"7",6,4,9,13,25,25,8,18,23
"8",27,19,14,22,26,9,23,1,25
"9",17,25,5,25,1,24,12,5,28
"10",15,6,25,20,12,18,27,9,24
"11",19,18,18,11,4,26,24,24,18
"12",24,9,12,28,15,27,2,11,14
"13",28,1,2,3,7,21,5,28,20
"14",2,12,13,7,5,17,14,14,26
"15",23,15,24,5,22,23,26,16,1
"16",5,3,23,23,2,7,20,22,15
"17",26,2,19,12,19,14,13,6,8
"18",14,14,17,24,20,2,6,17,19
"19",4,21,26,1,23,15,4,4,16
"20",11,11,28,27,27,19,16,25,5
"21",21,5,10,9,6,1,22,3,6
"22",9,13,21,17,9,22,10,2,12
"23",22,20,8,21,13,16,7,23,7
"24",1,10,6,16,21,4,28,27,10
"25",8,16,7,4,14,6,19,7,21
"26",7,27,11,26,8,13,25,15,9
"27",12,17,1,14,3,8,3,10,4
"28",3,24,16,19,17,28,18,8,3
