"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",21,16,6,3,6,10,10,4
"2",22,28,23,22,5,26,25,22
"3",19,20,18,15,10,17,5,27
"4",13,3,24,18,28,6,9,2
"5",18,1,22,4,16,19,18,10
"6",2,13,4,23,26,18,6,11
"7",28,26,11,25,23,16,20,3
"8",25,8,14,28,2,20,12,25
"9",8,5,2,2,22,27,14,28
"10",20,10,16,20,20,9,27,8
"11",9,25,17,5,1,4,2,9
"12",23,4,8,12,21,14,1,18
"13",26,14,3,16,15,3,23,26
"14",14,7,7,26,11,5,21,13
"15",4,24,15,17,19,24,11,14
"16",24,21,20,10,25,2,15,12
"17",5,2,12,21,7,1,4,21
"18",10,15,21,24,14,13,13,19
"19",16,18,28,27,18,28,3,6
"20",11,12,10,14,8,25,16,7
"21",6,11,27,13,24,11,19,24
"22",15,17,13,6,27,22,24,20
"23",17,23,1,19,3,12,17,16
"24",3,6,19,9,4,15,22,5
"25",12,27,9,8,17,8,8,23
"26",27,9,26,7,12,23,7,15
"27",1,19,25,1,9,7,26,17
"28",7,22,5,11,13,21,28,1
