"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",19,18,25,7,17,16,20,20,23,11,18,11,18,19
"2",5,11,11,22,25,15,3,12,8,27,17,12,17,4
"3",18,20,8,25,21,11,14,8,4,16,25,5,8,13
"4",1,7,7,13,20,4,5,25,27,14,27,23,20,20
"5",13,5,10,12,23,25,21,3,14,7,10,9,22,10
"6",7,25,20,17,15,18,22,5,12,25,28,24,13,21
"7",12,15,27,21,22,6,24,28,3,3,4,14,11,27
"8",21,3,3,8,14,28,13,21,7,28,7,2,15,24
"9",16,4,26,23,8,24,9,18,17,17,26,20,12,3
"10",22,23,13,19,27,26,6,27,22,21,12,16,9,17
"11",10,17,17,26,10,23,4,9,25,12,3,3,23,25
"12",9,9,5,27,11,21,25,23,9,10,19,18,3,16
"13",6,22,19,10,12,3,10,24,13,8,15,4,7,5
"14",8,2,22,18,28,9,15,17,21,1,21,1,28,15
"15",26,8,23,28,18,2,17,2,26,24,9,10,4,1
"16",11,16,9,11,4,13,16,19,24,26,5,22,6,11
"17",3,6,14,3,7,10,26,13,19,19,11,7,10,22
"18",25,13,18,14,5,19,27,26,2,22,23,6,24,8
"19",15,27,6,6,9,7,8,1,15,23,20,13,27,28
"20",23,10,21,15,6,8,7,7,10,9,6,17,16,14
"21",2,21,24,4,19,22,11,14,5,20,8,19,26,12
"22",27,24,12,24,3,1,18,16,6,6,16,21,21,23
"23",28,26,4,16,16,17,1,15,18,4,1,8,1,9
"24",14,1,28,9,1,14,2,4,1,15,14,28,2,18
"25",17,28,15,1,26,12,28,22,11,13,2,27,19,2
"26",4,19,1,2,2,27,19,6,28,2,24,15,14,6
"27",20,14,2,20,13,5,23,10,20,18,13,26,25,7
"28",24,12,16,5,24,20,12,11,16,5,22,25,5,26
