"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,7,1,8,1,28,9,9,4,28,25
"2",12,16,26,22,27,27,1,18,17,14,23
"3",11,13,17,25,7,11,8,8,14,2,11
"4",21,18,27,7,14,2,10,13,10,5,18
"5",5,12,21,16,20,23,11,10,26,18,17
"6",3,26,19,4,19,6,23,6,15,8,26
"7",19,6,8,27,18,4,5,25,20,20,20
"8",18,11,2,11,24,13,27,1,12,11,16
"9",26,23,16,10,28,8,13,15,21,19,8
"10",14,9,15,9,16,20,19,22,23,4,24
"11",20,20,5,23,17,25,18,7,6,17,7
"12",22,5,20,14,6,26,24,21,13,23,12
"13",27,8,25,26,21,17,22,16,3,7,2
"14",6,3,4,3,11,16,15,17,18,15,13
"15",15,25,24,12,10,15,4,4,2,21,15
"16",9,19,18,5,22,19,7,24,11,25,4
"17",8,24,13,28,3,21,26,14,9,13,19
"18",4,28,28,24,15,12,28,26,24,27,9
"19",24,1,12,1,25,22,2,5,28,3,10
"20",10,4,23,19,2,1,16,2,22,10,5
"21",13,15,7,6,8,5,25,11,27,22,3
"22",17,27,9,13,9,24,12,28,16,6,1
"23",23,22,3,20,5,14,6,19,25,9,27
"24",7,21,6,17,26,3,20,23,1,1,14
"25",28,17,10,18,12,18,21,3,19,26,21
"26",16,2,14,21,23,9,14,12,8,24,28
"27",25,14,22,2,4,10,17,27,5,16,22
"28",2,10,11,15,13,7,3,20,7,12,6
