"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",4,12,15,5,19,21,15,9,2,4,13,27,27,2,16,10
"2",15,1,20,6,16,26,6,27,4,21,4,4,2,9,5,15
"3",18,15,17,28,24,13,2,10,28,12,26,18,1,23,9,7
"4",25,20,14,19,13,19,26,24,24,5,8,9,21,12,7,8
"5",24,25,18,1,11,10,4,17,17,18,18,25,16,1,3,18
"6",21,4,21,7,25,3,17,21,20,9,20,13,14,8,17,4
"7",6,26,5,24,26,15,14,22,25,14,10,28,5,10,27,17
"8",10,2,1,21,17,22,21,15,19,2,24,21,12,26,4,14
"9",23,13,12,17,22,28,25,3,16,17,28,7,8,3,23,20
"10",22,18,7,23,28,25,9,18,8,26,15,1,18,28,14,2
"11",2,9,9,18,2,9,8,4,13,10,3,23,11,7,6,3
"12",13,8,13,11,5,5,27,26,22,25,16,26,3,27,22,9
"13",14,19,4,8,3,24,18,5,27,20,19,19,19,11,11,22
"14",20,3,6,27,9,12,24,11,11,23,6,17,25,6,18,16
"15",11,21,19,16,21,7,19,16,5,19,2,20,20,16,24,6
"16",16,14,23,25,8,27,11,25,14,8,22,24,24,14,25,28
"17",27,11,3,14,6,4,13,19,1,15,27,10,28,19,1,13
"18",8,28,28,15,15,16,5,1,23,28,25,11,26,5,21,1
"19",19,6,11,2,14,8,12,8,26,1,1,3,17,21,26,26
"20",12,22,8,9,10,17,7,12,12,7,21,6,6,17,19,11
"21",3,16,10,3,18,11,23,23,7,27,23,14,9,13,8,27
"22",5,17,22,26,12,2,16,2,18,22,11,5,13,20,10,12
"23",7,5,16,20,4,20,3,20,6,16,12,12,15,22,20,23
"24",26,10,26,13,20,18,10,13,21,24,7,22,7,18,13,24
"25",9,7,25,12,27,14,28,7,10,11,17,2,22,15,2,19
"26",1,23,2,10,23,1,1,28,15,6,5,16,23,24,15,21
"27",17,24,27,22,1,6,20,14,3,3,14,8,4,4,12,25
"28",28,27,24,4,7,23,22,6,9,13,9,15,10,25,28,5
