"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",13,17,19,8,10,25,20,20,3,12,8,8,21,26,25,6,7,27,26,21,15
"2",14,24,17,25,1,17,1,14,16,1,2,1,2,27,11,3,15,16,11,9,8
"3",12,8,8,3,5,3,19,23,6,23,5,10,8,16,12,18,24,20,9,6,23
"4",18,4,20,5,14,6,21,7,24,8,21,6,7,7,16,9,21,6,25,10,6
"5",23,9,25,20,2,12,4,3,9,24,27,4,19,13,19,12,5,23,20,13,17
"6",20,13,2,2,18,28,8,5,11,5,4,18,15,22,24,16,4,8,14,5,4
"7",3,15,10,23,24,15,16,28,23,7,20,12,3,24,21,19,2,19,24,12,25
"8",28,3,28,15,12,18,26,19,14,16,3,14,1,1,13,14,1,1,15,28,28
"9",17,19,21,17,8,23,9,25,26,18,22,19,10,8,9,21,8,26,6,7,3
"10",24,27,7,6,17,11,3,22,19,9,10,23,6,10,20,10,12,21,3,24,18
"11",26,16,16,1,25,14,14,13,7,20,19,2,27,2,27,20,18,18,8,27,2
"12",8,18,18,18,4,7,7,10,25,19,9,26,11,21,26,13,22,7,18,26,26
"13",11,2,6,19,3,24,17,2,21,14,16,16,25,3,23,4,16,12,2,4,20
"14",1,20,26,10,19,10,27,11,15,21,17,15,14,23,18,1,27,25,1,3,10
"15",19,5,15,28,15,1,28,24,22,27,28,20,16,28,28,28,13,14,13,19,14
"16",6,1,1,12,16,13,15,15,28,28,1,28,28,15,1,15,14,28,28,14,7
"17",2,28,11,22,13,2,2,17,1,13,15,9,23,14,17,24,11,2,17,1,1
"18",25,26,9,7,7,20,11,8,13,26,18,13,12,25,7,26,17,3,27,15,21
"19",10,25,23,13,22,21,23,21,8,2,26,27,18,12,22,17,19,5,10,11,22
"20",27,7,14,16,23,27,6,18,5,15,23,24,5,18,2,5,23,15,23,2,13
"21",7,12,27,4,6,16,5,27,12,4,14,21,26,6,14,27,26,13,22,20,11
"22",9,14,4,14,9,9,25,1,10,11,24,3,4,20,3,22,10,9,4,23,12
"23",22,10,24,11,26,4,10,16,27,3,13,11,24,19,8,2,9,10,7,17,24
"24",5,11,12,26,28,19,18,9,4,25,11,22,9,9,15,8,6,4,5,18,9
"25",21,22,5,21,21,22,22,26,20,22,12,5,20,17,10,11,25,11,19,22,5
"26",4,6,22,24,20,26,12,6,18,10,6,7,13,11,5,25,20,24,12,25,19
"27",16,21,3,27,11,8,13,12,2,6,25,17,17,4,4,7,28,22,16,16,27
"28",15,23,13,9,27,5,24,4,17,17,7,25,22,5,6,23,3,17,21,8,16
