"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",18,7,13,19,27,4,17,18,7,8,25,24,2,8,3,6,16,13
"2",19,23,22,12,21,9,5,24,23,17,12,22,24,12,6,24,12,7
"3",26,10,21,8,23,15,22,7,22,13,26,9,18,20,12,4,7,23
"4",17,8,10,23,8,25,4,8,24,25,11,11,22,7,18,8,17,18
"5",13,21,11,2,10,22,21,25,5,16,13,23,12,5,16,3,4,26
"6",22,26,14,27,1,16,26,2,27,15,23,17,10,3,9,18,26,10
"7",8,1,1,28,28,14,1,27,17,14,14,15,14,28,28,2,14,1
"8",21,15,24,20,15,13,7,15,11,28,1,1,15,1,4,1,28,28
"9",5,19,26,6,26,3,13,3,16,20,7,18,13,9,19,9,25,14
"10",27,28,28,15,13,26,16,28,28,22,16,2,3,15,27,10,9,15
"11",4,2,8,11,9,8,6,4,3,18,21,4,8,13,7,15,11,24
"12",2,11,25,25,17,23,8,21,20,7,22,21,9,17,17,19,20,25
"13",28,13,2,26,5,2,15,17,1,19,5,20,19,18,10,23,6,17
"14",15,27,16,10,24,27,2,13,2,11,4,13,1,25,13,28,23,21
"15",10,22,3,16,25,21,12,11,18,6,19,5,20,4,2,20,2,16
"16",1,25,5,5,18,28,28,14,12,27,27,28,23,14,11,12,15,2
"17",23,18,6,7,4,19,10,22,15,4,9,8,7,19,8,7,19,8
"18",3,16,15,13,3,6,27,20,21,5,3,14,28,2,26,11,10,22
"19",25,12,18,3,16,1,3,10,8,2,18,12,11,6,24,21,8,4
"20",6,5,17,22,22,18,25,19,13,24,8,7,6,10,14,25,5,9
"21",16,4,23,9,2,20,9,16,10,21,24,19,27,26,22,14,1,11
"22",9,14,19,4,6,12,20,9,19,26,15,26,4,27,1,22,18,19
"23",24,3,4,14,14,17,19,5,14,9,10,25,26,11,25,26,24,27
"24",7,24,20,24,7,11,18,12,4,10,17,6,25,16,20,5,22,6
"25",14,17,9,21,19,10,11,6,26,12,2,27,5,21,21,13,3,3
"26",12,9,27,17,11,24,23,1,6,3,6,16,17,23,5,16,13,5
"27",20,20,7,18,20,7,24,23,9,23,20,10,16,24,23,17,21,20
"28",11,6,12,1,12,5,14,26,25,1,28,3,21,22,15,27,27,12
