"","V1","V2","V3","V4","V5","V6"
"1",11,12,6,15,1,27
"2",8,20,10,9,4,20
"3",19,3,12,12,10,17
"4",26,26,14,20,7,25
"5",2,22,19,11,14,23
"6",10,4,23,10,18,7
"7",15,14,21,27,9,21
"8",6,24,13,6,25,9
"9",14,1,8,4,22,24
"10",22,5,1,18,26,22
"11",5,2,18,21,5,1
"12",25,11,26,8,24,19
"13",28,6,20,5,2,14
"14",12,18,16,19,23,13
"15",4,15,28,17,16,16
"16",24,23,7,28,19,15
"17",18,27,22,14,28,11
"18",16,8,9,22,15,10
"19",20,17,17,2,17,28
"20",13,25,27,3,11,3
"21",3,9,4,1,8,12
"22",7,7,24,25,21,26
"23",17,16,2,7,6,6
"24",1,13,11,26,27,4
"25",21,21,25,24,3,8
"26",9,28,3,23,13,18
"27",27,19,5,13,20,2
"28",23,10,15,16,12,5
