"","V1","V2","V3","V4","V5","V6","V7"
"1",11,12,28,7,7,21,23
"2",23,4,19,3,19,3,21
"3",15,27,15,25,11,19,22
"4",19,19,18,17,15,16,10
"5",17,22,2,9,20,23,15
"6",3,20,9,4,3,17,28
"7",27,24,12,16,5,8,20
"8",4,2,16,8,14,9,6
"9",7,5,20,26,4,24,12
"10",24,16,7,12,13,25,26
"11",2,26,24,14,17,26,8
"12",6,11,13,11,23,14,19
"13",28,13,5,20,27,20,7
"14",13,17,17,1,28,27,17
"15",12,14,8,24,18,10,13
"16",8,25,4,2,10,12,3
"17",1,9,3,27,16,6,24
"18",16,15,22,10,2,7,2
"19",9,23,21,22,24,1,25
"20",22,10,14,23,8,28,4
"21",14,7,6,13,6,2,9
"22",25,21,27,28,22,13,5
"23",10,3,11,18,21,22,1
"24",21,28,10,6,25,5,11
"25",20,1,1,21,1,15,18
"26",18,6,25,15,26,11,27
"27",26,8,23,5,12,18,14
"28",5,18,26,19,9,4,16
