"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",18,1,13,24,25,11,7,28,5,20,11,27
"2",11,10,11,13,7,3,4,18,14,22,21,21
"3",3,5,4,19,16,7,12,22,1,16,26,11
"4",20,23,2,27,18,2,26,17,15,15,9,1
"5",17,17,8,5,12,6,17,27,23,3,19,9
"6",7,21,12,8,24,22,13,19,21,18,12,16
"7",15,6,22,14,26,25,28,20,11,2,5,12
"8",16,24,5,15,6,19,10,5,8,25,7,10
"9",24,9,15,22,5,24,20,21,27,23,14,4
"10",4,14,26,18,10,13,8,16,18,5,10,6
"11",2,27,16,4,20,4,5,4,28,4,6,20
"12",9,18,21,7,3,17,2,26,3,14,3,2
"13",27,11,6,16,21,18,19,25,17,9,4,22
"14",19,15,25,6,17,21,23,6,2,19,20,23
"15",26,19,17,17,2,9,27,3,19,17,24,13
"16",1,16,7,28,1,23,14,12,10,1,23,28
"17",23,13,1,1,27,15,1,15,26,26,28,14
"18",12,25,14,12,22,12,21,14,6,8,25,5
"19",22,7,18,3,9,10,15,13,9,13,8,18
"20",14,8,19,26,19,20,6,7,22,12,22,8
"21",5,26,20,25,11,16,24,24,12,27,18,19
"22",21,28,27,11,8,28,9,23,20,11,27,26
"23",10,4,3,10,4,14,25,8,25,7,13,24
"24",28,3,24,9,23,5,11,9,13,28,17,3
"25",6,2,9,2,13,27,22,2,16,21,1,7
"26",13,20,23,21,15,8,16,11,24,24,2,25
"27",8,12,28,23,28,1,18,1,7,10,15,15
"28",25,22,10,20,14,26,3,10,4,6,16,17
