"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",4,19,19,10,14,21,24,6,27,12,22,15,5,7,27,15,3,15,5,27,5,10,23
"2",18,1,25,27,8,15,14,18,8,1,15,16,14,1,1,28,28,8,14,28,10,14,28
"3",11,10,24,25,20,20,5,19,18,20,5,3,9,9,22,5,18,5,6,22,21,8,11
"4",10,13,28,15,1,28,11,13,1,16,26,14,8,28,11,1,2,25,22,21,15,27,15
"5",22,21,13,12,19,12,12,21,2,14,7,24,2,26,25,7,22,10,23,3,9,6,21
"6",27,14,6,18,27,27,23,27,13,21,17,8,7,6,13,23,27,19,12,6,17,3,20
"7",19,9,16,19,22,25,4,23,24,10,16,26,28,13,15,19,15,26,26,23,2,21,27
"8",25,25,23,4,18,14,9,2,17,8,19,4,17,2,17,4,9,17,19,9,19,26,26
"9",6,5,2,7,16,8,21,1,5,17,1,28,10,14,21,27,17,24,16,17,20,16,25
"10",9,22,11,9,21,17,16,22,9,5,6,11,22,5,4,22,5,23,24,19,25,9,9
"11",17,12,26,16,12,10,27,7,11,9,2,1,11,15,10,17,7,7,27,5,1,2,2
"12",21,18,15,26,11,2,19,4,16,7,8,12,1,16,8,10,25,28,3,20,23,24,18
"13",3,24,27,14,25,3,10,12,23,11,11,17,27,20,19,26,26,13,10,16,18,1,3
"14",13,17,18,6,23,4,3,8,15,25,25,23,6,4,5,21,23,4,18,13,7,19,10
"15",15,15,3,1,26,19,26,14,6,13,10,7,26,21,2,3,12,2,8,14,6,22,22
"16",26,27,5,13,9,26,8,9,19,24,3,27,21,18,6,13,6,6,13,26,16,12,19
"17",23,6,8,22,24,7,15,15,28,15,23,25,13,11,3,2,4,14,1,7,24,15,5
"18",14,28,21,21,28,22,28,11,10,2,28,22,20,17,23,11,19,21,15,1,27,17,14
"19",24,2,17,3,7,23,25,17,21,22,9,13,3,27,20,20,10,12,20,15,26,18,4
"20",5,3,4,11,13,16,7,20,20,4,21,2,4,22,7,14,20,22,11,4,11,23,7
"21",7,20,20,23,5,9,18,24,25,18,24,6,23,25,9,18,16,3,17,8,22,11,24
"22",12,8,12,17,3,11,13,10,22,27,4,10,24,3,24,25,13,18,2,2,8,25,17
"23",2,26,9,20,10,5,22,16,3,23,13,5,18,8,14,6,21,16,21,25,3,20,6
"24",16,4,22,5,17,6,20,25,12,26,18,21,25,24,12,9,8,20,4,24,12,4,12
"25",1,16,1,28,15,13,1,26,14,28,14,18,15,19,28,16,1,11,28,12,28,28,16
"26",20,23,10,24,6,18,6,3,7,19,20,19,12,23,18,24,11,27,7,11,4,7,8
"27",28,11,14,8,2,1,2,28,4,6,27,9,19,12,26,12,14,9,9,18,14,13,1
"28",8,7,7,2,4,24,17,5,26,3,12,20,16,10,16,8,24,1,25,10,13,5,13
