"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",26,26,14,18,5,12,19,9,11,6,20,1,5,22,9,19,9,18,2,7,6,23
"2",10,23,3,10,8,1,2,19,13,1,12,2,15,2,26,15,15,5,20,18,1,20
"3",17,10,5,9,21,22,24,16,18,24,25,4,21,12,25,18,3,22,7,9,15,27
"4",16,7,18,3,10,25,21,21,5,3,22,21,10,5,7,23,13,24,16,23,11,6
"5",12,24,7,11,20,23,7,10,26,4,21,25,27,20,11,3,12,15,26,14,20,3
"6",25,9,21,2,13,7,5,20,8,7,7,12,25,26,24,6,8,13,5,11,16,10
"7",6,5,28,14,17,17,26,28,14,2,15,15,19,27,5,9,25,17,18,5,28,25
"8",20,16,12,6,1,21,16,27,1,19,14,28,17,16,21,1,16,10,1,28,27,22
"9",3,8,26,17,2,24,10,17,16,21,6,26,13,24,15,17,2,21,27,19,3,13
"10",1,28,16,28,18,28,28,12,17,14,10,14,16,19,28,27,19,14,6,27,9,1
"11",18,4,4,19,9,3,6,6,10,20,17,20,14,11,18,2,26,20,10,4,7,2
"12",14,2,11,7,28,11,1,14,12,13,1,11,12,15,1,28,10,28,28,1,26,15
"13",9,21,10,15,19,2,23,25,4,23,5,19,4,21,19,21,5,8,17,6,19,7
"14",7,13,17,20,24,8,4,22,25,27,23,13,11,14,8,5,7,9,11,25,5,24
"15",19,25,22,25,22,16,8,26,6,22,13,10,26,9,13,22,20,26,24,12,8,21
"16",24,15,24,13,26,19,15,2,22,8,18,17,18,4,22,26,6,6,21,3,4,8
"17",2,17,8,23,11,20,12,24,23,10,8,3,7,3,12,7,17,25,8,2,18,11
"18",8,12,23,24,6,15,27,7,7,16,26,5,8,10,23,10,11,11,25,16,25,4
"19",27,3,13,1,23,9,25,8,24,26,9,27,6,1,17,11,18,16,22,15,12,18
"20",11,1,15,27,3,13,14,23,27,9,28,23,28,17,27,16,28,1,15,8,13,16
"21",21,14,19,16,16,26,3,4,28,5,4,7,2,13,20,20,27,19,14,22,24,19
"22",22,22,27,8,7,18,18,15,19,25,3,8,9,18,3,4,24,3,13,13,10,5
"23",23,6,6,21,12,5,20,18,21,18,19,6,23,23,10,24,21,7,23,24,23,12
"24",13,27,20,12,4,4,22,3,20,17,11,18,24,7,6,8,4,27,9,20,21,17
"25",28,19,2,22,14,14,11,11,3,11,2,22,20,8,2,12,1,12,19,26,14,28
"26",5,20,9,5,25,10,17,5,2,12,27,9,22,25,16,13,23,23,12,21,2,9
"27",4,18,25,4,15,6,9,13,15,15,24,24,3,6,14,25,22,4,4,10,22,26
"28",15,11,1,26,27,27,13,1,9,28,16,16,1,28,4,14,14,2,3,17,17,14
