"","V1","V2","V3","V4","V5"
"1",5,16,10,7,27
"2",21,24,12,6,15
"3",25,5,8,28,23
"4",17,20,7,10,10
"5",10,3,19,9,16
"6",2,1,13,25,11
"7",23,27,22,21,9
"8",11,13,9,22,7
"9",12,28,6,2,19
"10",6,26,18,14,5
"11",16,10,21,23,20
"12",24,6,28,8,6
"13",28,11,14,15,18
"14",4,7,5,20,14
"15",15,25,1,24,26
"16",8,9,2,5,8
"17",20,2,26,17,28
"18",27,22,4,18,2
"19",14,4,11,12,3
"20",1,23,23,11,22
"21",22,14,3,13,21
"22",26,18,20,3,12
"23",7,21,27,27,17
"24",19,17,16,26,4
"25",18,8,17,4,25
"26",9,19,15,19,24
"27",13,15,25,16,13
"28",3,12,24,1,1
