"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",18,6,20,8,4,19,2,11,12,8,20,4,20,4,13,19,24
"2",20,28,14,19,3,27,28,15,11,24,2,14,15,26,26,20,1
"3",7,5,17,7,26,26,15,3,9,6,15,26,14,18,3,6,2
"4",15,16,10,2,23,10,27,8,21,28,17,7,22,28,12,1,7
"5",16,24,8,6,8,3,13,23,14,7,4,22,6,6,11,27,6
"6",4,21,24,24,9,13,4,10,16,5,6,21,21,23,19,5,14
"7",1,14,28,1,14,28,16,16,28,1,1,6,1,12,14,11,28
"8",8,10,11,3,13,11,7,9,3,25,8,25,11,10,25,21,21
"9",5,20,7,25,28,21,20,28,20,9,14,2,12,1,28,22,16
"10",22,23,13,15,25,24,3,14,26,20,19,23,4,8,17,4,19
"11",3,11,2,10,10,20,21,12,19,21,23,20,7,21,8,17,9
"12",23,17,22,9,21,4,25,19,22,4,13,19,13,17,24,16,23
"13",9,8,3,21,1,8,12,17,27,10,18,16,23,9,23,12,3
"14",24,3,27,16,16,18,17,26,18,26,9,27,27,3,18,14,8
"15",14,15,25,27,5,25,26,20,2,17,16,24,25,13,6,25,15
"16",6,25,19,5,18,14,22,22,7,19,25,11,18,7,21,9,12
"17",13,1,9,18,20,15,1,21,1,3,28,17,2,27,1,15,13
"18",21,12,4,22,17,16,23,2,5,12,3,18,16,5,9,3,26
"19",19,13,26,13,11,5,5,27,4,15,22,1,9,20,27,2,4
"20",17,22,1,11,27,12,11,18,8,22,5,3,26,19,4,13,22
"21",25,7,18,26,24,9,18,13,6,11,7,9,5,22,16,24,11
"22",10,27,16,12,12,7,19,1,25,13,27,28,28,25,15,23,25
"23",12,26,23,20,19,17,8,6,23,16,11,8,10,11,7,18,5
"24",2,4,15,23,22,1,6,24,17,23,21,13,19,15,10,28,27
"25",26,9,12,4,7,22,10,25,24,14,10,12,17,24,5,8,17
"26",28,19,21,28,2,6,14,7,15,27,26,15,8,2,2,10,20
"27",27,18,5,14,15,23,9,4,10,2,24,10,24,14,22,26,10
"28",11,2,6,17,6,2,24,5,13,18,12,5,3,16,20,7,18
