"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,5,6,6,6,6,3,4,3
"2",2,6,3,5,1,2,5,3,5
"3",5,4,5,3,5,5,6,1,5
"4",4,3,2,1,6,2,6,3,2
"5",5,1,6,5,3,5,4,5,6
"6",4,4,5,5,5,2,2,5,1
"7",6,2,6,3,5,3,1,3,3
"8",1,5,2,1,5,3,3,5,6
"9",1,3,3,5,2,5,1,6,2
"10",6,6,3,1,4,5,2,2,2
"11",6,3,1,6,4,4,3,6,5
"12",4,2,4,2,4,6,5,6,1
"13",3,6,4,6,3,3,1,1,4
"14",6,5,5,4,1,4,6,4,2
"15",6,3,3,3,3,1,5,1,6
"16",3,1,2,3,1,1,2,5,2
"17",2,1,3,2,6,4,1,4,5
"18",2,6,1,3,3,5,6,5,3
"19",5,2,2,6,2,3,4,2,1
"20",5,6,4,4,6,1,4,6,4
"21",2,5,6,2,3,1,3,2,1
"22",1,2,4,6,4,1,6,4,3
"23",5,4,1,2,2,2,1,4,4
"24",3,4,6,1,2,3,5,6,5
"25",4,5,2,4,2,6,2,3,6
"26",1,4,1,4,6,4,4,1,1
"27",1,3,5,2,1,6,4,3,4
"28",2,2,5,4,4,2,2,2,6
"29",3,1,1,5,5,6,5,2,4
"30",4,1,4,1,1,4,3,1,3
