"","V1","V2","V3","V4","V5"
"1",5,1,3,5,1
"2",3,1,5,1,2
"3",5,3,2,5,6
"4",2,4,6,6,6
"5",1,6,3,3,2
"6",2,4,2,4,1
"7",2,2,4,4,3
"8",3,2,1,6,2
"9",5,5,4,3,2
"10",4,3,2,3,4
"11",4,6,5,6,1
"12",1,3,3,1,6
"13",6,3,6,5,2
"14",4,4,1,1,1
"15",1,5,1,5,4
"16",6,2,2,1,3
"17",1,3,6,2,1
"18",2,1,1,3,5
"19",5,4,4,2,5
"20",3,5,5,4,5
"21",5,6,6,1,4
"22",3,6,2,2,6
"23",3,4,4,5,3
"24",4,2,6,4,5
"25",4,2,3,2,4
"26",2,5,5,2,3
"27",6,6,1,4,3
"28",6,1,5,3,6
"29",1,1,4,6,4
"30",6,5,3,6,5
