"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,8,5,12,1,13,6,10,14,10,13,7,4
"2",5,13,1,3,6,1,2,12,8,6,5,10,6
"3",8,12,10,2,8,11,9,9,4,13,14,12,13
"4",1,14,14,14,5,9,13,5,5,5,7,6,7
"5",10,4,12,13,4,4,4,7,9,12,3,13,10
"6",2,6,3,8,12,6,3,4,2,14,10,4,9
"7",9,2,2,10,9,5,12,8,6,3,12,14,3
"8",7,1,11,1,10,14,5,6,7,7,6,1,1
"9",12,10,13,7,11,3,11,14,10,11,9,3,5
"10",14,9,6,5,2,7,10,2,1,9,2,8,2
"11",11,7,4,11,7,10,7,13,3,2,4,2,14
"12",13,11,8,9,14,12,1,3,12,4,8,11,8
"13",3,3,7,6,13,8,14,11,13,8,1,9,12
"14",6,5,9,4,3,2,8,1,11,1,11,5,11
