"","V1","V2","V3"
"1",2,13,11
"2",13,2,5
"3",11,6,1
"4",7,1,10
"5",14,8,9
"6",10,14,7
"7",3,3,3
"8",6,12,2
"9",5,7,14
"10",12,11,13
"11",4,9,6
"12",1,5,8
"13",8,10,4
"14",9,4,12
