"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,3,3,1,2,3,2,4,1
"2",3,2,1,4,2,4,1,3,2
"3",2,3,1,1,3,1,3,1,3
"4",4,2,2,2,2,1,1,2,4
"5",2,2,4,3,3,4,3,4,4
"6",1,1,3,3,2,1,4,3,1
"7",1,4,1,2,1,3,2,3,4
"8",3,2,4,2,1,2,3,1,1
"9",4,4,4,3,4,1,2,2,2
"10",1,3,4,4,2,3,4,2,3
"11",2,2,1,4,4,2,2,2,1
"12",3,4,3,1,4,2,4,3,4
"13",1,3,2,3,4,2,1,4,3
"14",4,3,2,3,1,4,4,1,3
"15",1,1,2,1,4,4,3,2,2
"16",3,1,3,4,3,3,2,1,4
"17",2,4,3,2,3,4,1,1,1
"18",4,1,1,2,3,3,4,4,2
"19",2,1,4,1,1,2,1,3,3
"20",3,4,2,4,1,1,3,4,2
