"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,4,4,1,2,1,4,2,4,3
"2",1,2,2,2,4,4,4,2,3,1
"3",2,4,1,3,1,3,4,1,1,2
"4",3,3,1,1,4,1,3,3,1,2
"5",2,4,2,3,4,4,1,4,2,3
"6",1,4,3,4,1,1,2,3,3,3
"7",4,3,2,3,1,2,1,2,4,1
"8",3,2,2,4,2,1,4,4,2,1
"9",3,2,4,2,1,3,1,3,1,4
"10",1,3,3,1,3,2,1,1,2,2
"11",2,1,3,1,1,4,3,4,3,2
"12",3,1,1,4,3,3,1,3,4,2
"13",4,2,1,1,2,4,2,1,2,3
"14",1,1,4,3,2,2,2,2,1,1
"15",4,1,3,3,4,2,4,3,2,4
"16",1,3,1,2,2,2,3,4,4,4
"17",4,4,4,2,3,3,2,4,3,1
"18",2,1,2,2,3,1,2,1,3,4
"19",2,2,4,4,4,3,3,1,4,3
"20",4,3,3,4,3,4,3,2,1,4
