"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,4,1,3,3,3,3,4,3,1,4,4
"2",2,3,3,3,1,2,4,1,1,1,3,1
"3",1,4,4,4,1,3,1,2,3,2,2,2
"4",4,2,1,1,1,3,3,2,1,3,2,4
"5",3,1,3,2,2,4,1,2,4,1,3,4
"6",4,2,4,4,4,3,4,2,3,3,3,1
"7",2,2,4,1,3,4,2,1,2,4,4,3
"8",2,2,1,2,1,2,1,4,3,3,4,1
"9",3,1,4,3,1,2,3,3,4,4,1,3
"10",1,1,2,4,2,4,4,4,2,2,2,3
"11",3,4,2,1,2,1,4,3,2,4,3,1
"12",1,1,3,2,4,1,3,3,1,2,4,2
"13",4,3,2,4,2,1,2,1,4,2,4,3
"14",2,3,2,4,4,2,1,3,1,4,3,4
"15",2,3,1,2,4,4,3,1,4,4,2,2
"16",4,3,4,1,4,2,2,4,2,1,2,3
"17",4,4,3,3,2,4,2,4,1,3,1,2
"18",1,2,2,1,3,3,2,3,4,1,1,1
"19",1,4,3,2,3,1,4,2,3,3,1,4
"20",3,1,1,3,3,1,1,1,2,2,1,2
