"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,2,1,1,2,3,1,2,1
"2",1,2,3,1,3,1,2,2,2
"3",3,3,2,2,3,3,2,2,3
"4",3,2,3,2,1,3,1,1,2
"5",2,1,3,3,3,3,2,2,3
"6",1,1,1,3,3,2,1,2,3
"7",3,1,1,3,1,3,2,2,1
"8",2,2,2,2,1,2,3,2,2
"9",3,2,2,3,3,1,1,1,1
"10",1,3,1,2,3,2,2,3,1
"11",1,1,3,2,2,2,3,3,3
"12",3,3,3,1,2,3,3,3,1
"13",1,1,1,1,1,2,3,1,1
"14",1,3,2,3,2,1,3,2,1
"15",3,3,1,3,1,2,3,1,3
"16",2,3,3,1,1,1,2,1,1
"17",3,1,3,1,2,1,1,2,3
"18",2,1,1,2,1,3,1,3,3
"19",2,3,1,1,3,2,1,1,2
"20",1,2,2,1,2,2,1,1,3
"21",1,1,3,2,3,3,2,1,1
"22",2,1,2,2,2,1,3,2,2
"23",1,3,3,3,2,3,1,1,2
"24",1,3,2,1,1,3,3,2,3
"25",2,3,2,3,1,3,2,3,2
"26",2,2,3,1,1,2,2,3,3
"27",1,1,2,1,2,3,2,3,2
"28",1,3,1,2,1,1,1,2,2
"29",3,3,3,2,3,2,1,3,2
"30",3,3,1,1,2,2,2,2,2
"31",3,1,2,2,1,2,1,2,1
"32",2,2,3,3,3,2,3,2,1
"33",3,1,3,3,1,1,3,3,2
"34",3,1,2,1,3,3,3,1,2
"35",2,1,1,3,2,1,2,1,2
"36",2,3,2,3,2,1,1,3,3
"37",2,2,1,2,2,3,3,1,1
"38",3,2,2,3,2,2,2,1,3
"39",2,1,2,1,3,1,1,3,1
"40",2,3,3,2,3,1,3,1,3
"41",1,2,1,3,3,3,3,3,2
"42",1,2,3,3,1,2,1,3,1
"43",1,2,2,2,1,1,2,1,3
"44",3,2,1,2,2,1,2,3,1
"45",3,2,1,1,3,1,3,3,3
