"","V1","V2","V3","V4","V5","V6"
"1",2,3,1,2,2,2
"2",2,3,1,1,1,3
"3",3,2,3,1,3,2
"4",1,3,3,2,1,2
"5",2,2,3,2,3,1
"6",1,2,1,2,1,1
"7",1,2,1,3,2,1
"8",1,2,1,1,3,2
"9",1,2,2,2,2,2
"10",3,3,2,1,3,3
"11",2,1,2,2,1,2
"12",2,2,1,1,2,3
"13",1,3,2,3,2,3
"14",3,2,2,2,1,3
"15",1,3,3,3,3,1
"16",1,1,3,2,3,3
"17",1,1,2,1,2,2
"18",3,1,1,2,3,1
"19",2,1,3,1,1,1
"20",1,3,1,2,3,3
"21",2,3,2,3,3,1
"22",3,2,1,3,3,3
"23",3,3,1,1,2,1
"24",3,1,3,3,1,1
"25",3,1,2,2,2,3
"26",2,3,3,1,3,2
"27",2,3,3,2,2,3
"28",2,2,3,3,1,3
"29",1,3,2,1,1,1
"30",3,2,2,3,3,2
"31",3,3,1,3,1,2
"32",3,1,1,1,1,2
"33",2,1,1,3,2,1
"34",2,1,2,3,3,3
"35",1,1,2,1,3,1
"36",3,1,3,1,2,3
"37",3,3,2,2,1,1
"38",1,2,3,1,1,3
"39",3,2,3,2,2,1
"40",3,3,3,3,2,2
"41",1,1,1,3,1,3
"42",2,2,2,3,1,2
"43",1,1,3,3,2,2
"44",2,1,1,2,3,2
"45",2,2,2,1,2,1
