"","V1","V2","V3","V4"
"1",3,3,1,1
"2",3,1,3,3
"3",2,3,1,2
"4",3,2,3,3
"5",1,3,2,2
"6",3,2,2,2
"7",2,2,1,1
"8",1,2,2,3
"9",2,1,3,2
"10",3,3,1,2
"11",1,1,2,3
"12",2,3,3,3
"13",1,1,3,1
"14",2,3,3,3
"15",3,1,2,2
"16",3,3,2,3
"17",3,1,3,1
"18",2,1,1,2
"19",2,1,2,1
"20",2,3,3,1
"21",3,1,1,3
"22",1,1,3,3
"23",1,1,1,1
"24",3,1,1,1
"25",1,2,3,2
"26",3,2,3,1
"27",2,3,2,1
"28",1,3,2,3
"29",3,2,2,1
"30",2,2,1,3
"31",1,3,1,1
"32",1,2,3,2
"33",2,1,2,2
"34",3,3,2,2
"35",2,2,3,2
"36",3,3,3,2
"37",1,3,1,3
"38",1,1,1,2
"39",3,2,1,3
"40",1,2,1,2
"41",1,3,3,1
"42",2,2,1,3
"43",1,2,2,1
"44",2,1,2,3
"45",2,2,2,1
