"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,1,3,1,2,2,3
"2",2,3,1,3,1,1,3,2
"3",3,2,3,3,3,2,1,3
"4",1,3,2,3,1,3,1,3
"5",2,3,3,3,2,1,1,1
"6",2,2,1,3,3,1,2,1
"7",3,1,2,2,1,1,1,1
"8",3,3,3,1,3,1,2,3
"9",2,1,1,3,2,3,3,3
"10",1,2,1,3,2,2,1,1
"11",1,1,2,3,2,2,3,2
"12",1,1,1,2,2,2,2,2
"13",2,2,2,1,2,1,3,1
"14",2,3,2,1,2,2,3,3
"15",3,2,2,1,1,3,3,3
"16",3,2,2,2,2,3,2,2
"17",2,2,2,1,3,2,2,2
"18",3,2,3,2,1,2,3,1
"19",3,2,3,3,2,1,3,2
"20",2,1,3,2,3,2,2,1
"21",3,1,1,1,3,1,3,2
"22",1,3,1,1,1,1,2,1
"23",3,1,2,3,1,2,2,2
"24",1,2,3,3,1,3,2,1
"25",2,3,3,2,2,3,2,3
"26",1,2,3,1,1,1,1,2
"27",3,3,1,1,2,2,1,1
"28",3,3,1,2,3,3,1,2
"29",1,1,2,3,3,1,2,3
"30",2,1,3,3,3,3,1,2
"31",2,2,1,1,1,3,1,2
"32",3,1,1,2,2,1,1,3
"33",2,1,1,2,1,3,3,1
"34",2,1,3,1,1,2,1,3
"35",1,3,2,2,3,1,1,2
"36",1,2,1,2,3,3,2,3
"37",1,1,3,2,1,1,3,3
"38",3,1,3,1,2,3,2,1
"39",1,1,2,1,3,3,1,1
"40",1,3,3,1,2,3,3,2
"41",2,3,2,2,1,2,2,2
"42",1,3,3,2,3,2,3,1
"43",3,3,2,3,3,3,3,1
"44",2,2,2,2,2,1,1,3
"45",1,2,1,1,3,2,3,3
