"","V1","V2","V3","V4","V5"
"1",1,1,3,1,3
"2",3,1,2,3,3
"3",2,2,2,1,2
"4",1,1,2,3,2
"5",3,1,1,2,3
"6",3,2,3,1,3
"7",2,2,1,3,3
"8",2,1,1,2,2
"9",3,1,3,3,1
"10",3,2,2,3,2
"11",3,2,2,1,1
"12",1,3,3,2,2
"13",3,1,1,1,1
"14",3,3,1,3,1
"15",1,2,1,1,3
"16",2,3,1,1,3
"17",2,2,1,2,1
"18",1,2,2,2,1
"19",1,1,1,3,1
"20",3,1,2,1,2
"21",2,3,3,3,2
"22",1,3,1,1,1
"23",3,3,2,2,3
"24",2,1,3,1,2
"25",1,2,1,1,2
"26",1,1,2,2,3
"27",1,3,1,3,3
"28",2,2,3,3,1
"29",3,3,3,3,3
"30",1,3,2,2,2
"31",3,2,1,2,2
"32",3,3,3,1,2
"33",2,3,2,1,3
"34",1,3,3,1,1
"35",2,3,2,2,1
"36",3,3,1,2,2
"37",2,1,3,2,3
"38",1,2,3,3,2
"39",2,2,3,2,3
"40",3,2,3,2,1
"41",2,1,2,1,1
"42",1,1,3,2,1
"43",2,3,2,3,1
"44",1,2,2,3,3
"45",2,1,1,3,2
