"","V1","V2","V3","V4","V5","V6","V7"
"1",2,3,2,2,2,3,2
"2",3,1,2,2,3,2,3
"3",2,3,3,3,1,1,1
"4",3,1,2,3,1,3,1
"5",1,3,2,1,1,2,3
"6",3,3,2,1,1,1,2
"7",3,2,3,2,2,2,2
"8",3,2,2,3,3,3,3
"9",2,2,2,3,1,2,3
"10",3,1,1,2,1,1,3
"11",1,1,2,3,2,1,2
"12",2,2,2,1,2,3,1
"13",3,1,1,1,2,3,2
"14",1,3,1,1,1,3,1
"15",3,2,3,1,3,2,1
"16",2,2,2,2,1,2,2
"17",2,1,3,1,1,1,1
"18",2,3,1,1,3,1,3
"19",1,1,3,2,2,2,1
"20",2,3,3,3,3,3,2
"21",2,1,1,3,2,3,3
"22",3,3,2,3,2,2,1
"23",1,1,3,2,1,3,2
"24",3,3,1,2,3,3,1
"25",2,1,1,3,3,2,1
"26",1,3,2,2,3,1,1
"27",2,2,1,2,1,3,3
"28",3,2,3,1,1,3,3
"29",3,2,1,1,2,1,1
"30",1,2,1,1,3,2,2
"31",2,2,2,2,3,1,1
"32",1,1,2,1,2,1,3
"33",1,3,3,2,3,3,3
"34",1,1,2,1,3,3,2
"35",1,1,1,2,1,2,1
"36",2,2,1,2,2,1,2
"37",1,2,3,3,2,3,1
"38",3,3,1,3,1,2,2
"39",2,3,3,1,2,2,2
"40",2,1,3,1,3,2,3
"41",1,2,1,3,3,1,2
"42",3,3,3,2,2,1,3
"43",3,1,3,3,3,1,2
"44",1,2,3,3,1,1,3
"45",1,3,1,3,2,2,3
