"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,8,26,16,25,20,9,8,28,12,12,26,12,14,8
"2",19,29,21,29,17,29,11,1,26,19,15,20,28,2,21
"3",20,5,18,17,10,15,20,5,8,18,10,6,24,24,13
"4",16,6,14,21,5,21,4,15,2,4,25,27,21,6,25
"5",14,7,2,4,24,5,25,11,12,6,16,14,27,12,20
"6",8,9,22,1,2,18,28,18,13,17,28,1,4,1,11
"7",1,1,28,23,6,6,26,21,24,27,7,15,20,29,17
"8",11,14,15,20,18,2,24,3,3,29,1,22,5,11,6
"9",10,17,17,9,4,3,7,26,21,11,18,21,25,23,10
"10",21,20,4,14,19,17,23,29,25,3,27,25,8,28,15
"11",29,15,29,27,29,13,17,4,20,1,20,2,23,8,1
"12",5,26,24,15,14,25,22,23,5,8,24,10,26,15,4
"13",28,4,20,13,27,1,5,28,10,23,29,11,13,16,22
"14",17,11,10,3,13,11,12,12,27,28,26,9,19,19,5
"15",15,12,25,26,21,9,15,20,6,14,22,19,9,26,26
"16",2,18,11,2,1,24,13,2,9,2,8,16,11,25,23
"17",22,21,27,8,7,19,8,10,4,26,17,13,7,9,16
"18",12,16,16,7,22,22,21,24,23,25,11,5,16,5,27
"19",23,23,23,5,12,8,29,7,17,9,3,28,18,17,28
"20",9,24,19,24,23,16,6,13,22,5,5,8,2,20,19
"21",27,13,3,6,20,28,3,16,1,15,6,3,29,27,7
"22",25,22,12,22,26,23,27,14,14,21,19,18,17,22,9
"23",4,19,5,19,15,7,2,6,16,16,23,7,15,4,18
"24",6,25,8,10,28,12,14,19,7,20,4,24,22,7,14
"25",18,10,7,25,8,26,16,27,18,10,2,12,14,10,12
"26",13,28,1,28,9,14,1,25,11,24,13,29,10,18,2
"27",7,3,6,11,11,27,18,9,19,22,21,23,1,21,29
"28",24,2,13,12,16,10,10,22,15,7,9,17,3,3,3
"29",26,27,9,18,3,4,19,17,29,13,14,4,6,13,24
