"","V1","V2","V3","V4","V5","V6","V7"
"1",3,4,16,28,20,22,2
"2",16,9,1,12,16,19,18
"3",9,3,24,5,1,24,20
"4",5,12,21,22,9,17,23
"5",11,10,9,26,2,9,8
"6",24,17,26,8,12,28,22
"7",19,6,28,16,6,14,5
"8",21,2,7,7,22,11,13
"9",6,25,11,15,21,6,21
"10",28,11,20,4,19,16,9
"11",15,5,19,17,25,8,26
"12",27,8,12,20,27,26,16
"13",2,28,29,3,15,10,28
"14",20,26,25,23,26,20,10
"15",23,16,5,21,14,7,4
"16",14,24,10,6,8,18,3
"17",4,7,13,10,11,2,11
"18",7,13,3,1,24,29,6
"19",18,21,8,25,18,25,27
"20",10,18,6,9,28,15,24
"21",13,15,27,27,23,1,17
"22",1,23,4,18,4,23,14
"23",12,29,18,14,13,27,7
"24",17,20,17,2,5,5,15
"25",22,14,15,13,3,21,29
"26",8,19,23,19,17,12,12
"27",25,27,14,29,10,13,19
"28",29,1,2,24,7,3,25
"29",26,22,22,11,29,4,1
