"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",29,27,15,15,1,6,12,17,28,1,15,2,20,7,12,2,25,22
"2",14,28,27,9,3,28,28,7,25,9,2,16,10,26,16,23,16,7
"3",23,17,11,7,5,21,7,21,3,17,6,25,27,20,8,19,27,11
"4",27,12,12,13,7,23,23,14,16,23,11,7,17,2,25,27,3,6
"5",6,4,14,6,19,26,16,13,23,5,9,23,4,11,7,4,5,12
"6",1,14,29,12,16,11,1,24,29,15,14,29,1,29,24,16,1,29
"7",2,25,18,28,17,22,27,16,4,20,23,11,2,9,11,14,24,3
"8",28,3,8,8,26,5,4,20,13,21,22,14,9,25,15,8,10,4
"9",7,24,19,5,8,9,17,4,5,19,12,12,25,24,23,5,9,18
"10",13,19,4,24,13,4,11,12,18,22,10,18,3,28,5,28,22,19
"11",20,29,1,19,23,14,22,18,2,25,3,28,8,15,28,1,13,15
"12",10,16,9,29,9,12,5,29,24,6,5,8,15,14,29,7,19,2
"13",22,13,25,14,21,25,19,28,7,10,18,6,12,27,4,6,23,17
"14",11,20,16,16,27,24,3,3,11,29,7,19,13,3,19,10,29,26
"15",18,8,22,23,24,7,26,15,17,3,13,20,26,22,26,13,26,8
"16",12,1,21,17,12,17,2,19,1,4,29,15,24,1,1,29,11,16
"17",5,18,3,20,4,20,24,22,14,7,25,21,18,23,13,9,6,24
"18",9,9,26,21,2,13,8,8,10,27,16,4,7,16,9,17,7,10
"19",24,5,17,26,6,8,20,26,8,11,8,17,6,8,18,21,12,25
"20",17,21,23,3,10,3,18,27,19,28,26,27,14,4,10,12,14,9
"21",25,23,20,25,28,15,15,2,27,14,21,22,16,18,3,26,4,1
"22",3,7,24,2,25,19,14,23,20,24,4,9,21,17,14,25,20,23
"23",19,22,13,4,18,18,10,11,12,2,24,5,5,21,27,22,15,27
"24",4,2,10,18,14,1,21,1,22,16,28,1,11,19,21,20,28,14
"25",16,26,5,22,22,27,9,25,21,13,17,10,28,5,20,18,8,13
"26",8,11,2,10,20,10,13,6,6,8,20,26,19,6,17,24,21,5
"27",26,10,28,27,15,29,6,9,15,18,27,24,22,12,22,3,17,21
"28",15,15,7,1,29,2,29,10,9,12,1,3,23,10,2,15,2,20
"29",21,6,6,11,11,16,25,5,26,26,19,13,29,13,6,11,18,28
