"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",27,9,27,24,13,26,17,7,21,17,23,13,23,25,26,9
"2",2,16,1,5,23,27,18,1,18,1,13,27,17,16,11,14
"3",19,2,20,8,26,10,5,21,24,20,21,25,20,21,2,13
"4",4,19,16,11,15,12,19,28,25,10,3,11,25,28,8,3
"5",1,1,15,26,29,1,29,9,7,16,1,2,22,8,15,15
"6",25,14,9,4,4,6,21,20,11,14,20,7,12,24,18,18
"7",12,7,18,12,12,25,9,24,4,7,24,4,16,5,12,16
"8",3,5,21,18,5,9,15,16,23,2,18,3,3,14,29,29
"9",7,10,4,1,10,8,1,2,1,15,15,14,5,1,1,7
"10",13,12,25,27,21,5,14,23,16,25,10,9,13,11,6,5
"11",8,3,13,6,17,24,28,26,14,22,11,17,8,23,25,26
"12",16,8,7,21,28,18,22,11,28,6,7,12,10,19,4,20
"13",29,29,14,7,2,22,13,10,17,9,28,18,9,9,5,6
"14",28,15,23,20,9,14,27,29,5,28,29,26,1,17,7,19
"15",5,25,28,13,27,13,20,14,9,27,22,16,11,4,22,12
"16",23,4,2,17,6,19,8,15,8,26,8,19,18,29,13,1
"17",15,23,19,28,24,23,23,17,2,11,17,29,4,26,16,2
"18",11,24,6,16,18,4,7,8,20,23,26,1,7,27,10,22
"19",24,17,3,29,25,15,6,27,15,4,27,10,21,2,24,28
"20",14,11,17,2,3,16,16,12,19,24,4,28,27,3,23,21
"21",18,22,24,9,8,20,25,3,27,21,16,8,19,7,14,27
"22",9,21,22,25,7,11,4,5,13,8,6,20,14,22,21,17
"23",21,18,12,10,22,17,10,6,6,19,5,5,2,15,27,10
"24",26,13,29,14,20,29,2,19,26,13,2,21,6,10,17,23
"25",22,27,26,3,16,2,11,13,3,3,12,15,26,20,9,25
"26",10,28,10,22,1,28,3,22,29,29,14,6,29,18,20,8
"27",6,20,8,23,14,21,12,18,10,18,19,23,24,12,3,24
"28",17,6,11,15,19,7,26,4,12,5,25,22,28,13,19,4
"29",20,26,5,19,11,3,24,25,22,12,9,24,15,6,28,11
