"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,19,26,27,14,24,12,18,20,11,26,25,2,21,10,18,29,2,13
"2",23,20,12,21,2,22,13,9,2,25,18,9,5,16,26,7,15,6,20
"3",17,1,2,15,8,28,27,15,29,19,29,29,7,28,22,16,9,16,27
"4",2,23,3,3,17,25,6,26,21,21,5,12,12,8,20,6,12,20,14
"5",19,7,18,24,19,27,8,29,13,5,24,15,19,17,29,28,4,19,21
"6",9,27,20,14,4,18,14,28,26,8,19,6,18,29,3,8,21,17,5
"7",22,24,25,18,1,19,29,1,11,13,2,21,15,7,7,15,3,28,16
"8",25,2,29,11,28,4,10,20,14,26,27,10,14,5,1,17,19,13,12
"9",21,10,5,8,26,20,5,4,24,12,20,22,16,24,17,25,16,5,7
"10",15,17,17,2,11,14,3,12,7,4,28,18,8,6,5,2,8,8,2
"11",16,29,19,1,20,29,17,3,16,29,10,28,21,13,11,12,22,7,29
"12",5,22,15,26,24,15,28,16,6,27,1,14,17,26,23,26,24,14,3
"13",6,4,1,19,15,9,1,2,15,1,16,7,1,14,25,13,23,29,1
"14",7,11,24,16,27,7,23,27,9,22,17,16,10,22,14,5,7,3,28
"15",12,8,4,22,9,10,7,23,4,17,4,23,22,20,6,11,20,10,18
"16",11,13,28,9,22,21,26,13,5,10,25,2,25,10,19,10,18,22,19
"17",10,26,6,23,21,11,20,6,18,18,22,4,6,3,9,24,6,12,17
"18",29,9,14,25,10,17,21,24,17,28,21,27,29,2,16,4,14,27,8
"19",28,18,8,29,18,3,25,10,19,6,13,19,13,25,2,9,17,21,25
"20",14,5,21,28,5,8,22,11,23,7,6,11,20,9,21,19,11,4,11
"21",24,15,27,20,16,1,9,7,28,20,7,1,24,19,15,1,1,15,4
"22",20,6,16,5,25,13,19,17,25,14,3,8,3,18,8,3,26,25,22
"23",18,28,13,17,23,5,11,22,3,9,11,26,4,12,18,21,10,23,6
"24",26,14,7,10,6,26,24,25,10,3,8,3,9,15,12,23,27,11,9
"25",27,25,23,4,12,12,2,21,12,15,14,5,27,27,24,22,13,1,24
"26",1,12,22,6,7,2,18,5,1,16,15,24,11,1,28,29,25,18,15
"27",4,16,9,12,29,16,15,19,27,2,9,20,28,4,27,14,2,9,23
"28",13,21,10,13,3,6,4,14,22,24,23,17,23,11,13,27,28,26,26
"29",8,3,11,7,13,23,16,8,8,23,12,13,26,23,4,20,5,24,10
