"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",17,10,15,2,7,13,23,21,27
"2",7,18,19,10,3,4,16,23,24
"3",18,17,4,8,21,18,15,2,4
"4",3,15,10,16,13,17,2,27,21
"5",25,7,12,11,22,3,28,18,9
"6",27,14,16,23,12,5,10,3,15
"7",21,27,18,15,10,19,22,9,11
"8",22,23,28,9,15,8,5,19,17
"9",5,5,29,29,11,21,29,1,29
"10",11,1,1,22,16,6,21,24,6
"11",13,13,3,13,1,23,26,15,16
"12",16,28,14,25,25,29,3,22,3
"13",6,21,13,4,14,26,19,13,7
"14",20,12,25,28,28,15,18,26,10
"15",8,11,7,1,27,7,4,8,12
"16",15,20,21,24,20,10,27,11,22
"17",26,26,2,3,19,22,8,25,23
"18",2,29,24,6,24,2,24,4,19
"19",10,19,26,21,5,24,6,5,8
"20",12,24,11,12,29,14,11,6,28
"21",4,9,23,14,18,11,9,14,2
"22",19,4,5,18,8,1,7,12,25
"23",28,2,20,5,2,16,1,10,5
"24",23,8,9,26,17,25,17,7,20
"25",29,16,27,17,26,27,20,16,26
"26",24,22,8,19,4,9,25,29,1
"27",9,3,17,20,23,20,13,20,18
"28",1,25,6,27,6,12,14,17,13
"29",14,6,22,7,9,28,12,28,14
