"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",26,12,28,1,20,1,6,7
"2",5,1,3,26,22,14,27,18
"3",15,5,19,4,28,18,22,27
"4",6,4,15,13,13,20,9,6
"5",24,9,24,9,7,15,26,5
"6",25,17,8,29,12,10,21,25
"7",16,26,18,25,8,2,8,19
"8",28,7,20,27,15,23,12,14
"9",7,18,17,2,5,24,28,21
"10",4,20,23,17,19,5,11,28
"11",20,2,27,18,11,27,1,24
"12",12,24,11,8,17,16,3,23
"13",17,22,4,3,10,13,13,9
"14",22,3,10,7,2,6,15,17
"15",14,11,6,16,18,26,24,15
"16",13,15,21,15,3,11,4,12
"17",2,8,7,5,24,8,2,11
"18",23,16,1,12,25,22,10,20
"19",1,13,13,10,9,29,17,26
"20",29,25,14,14,27,4,25,13
"21",8,28,29,11,14,9,20,16
"22",10,10,25,22,26,12,14,22
"23",21,19,16,20,21,17,18,10
"24",18,14,12,23,16,7,29,1
"25",11,6,2,19,6,3,19,3
"26",9,21,9,28,29,28,7,4
"27",19,27,22,6,23,25,16,2
"28",27,29,5,21,4,19,5,29
"29",3,23,26,24,1,21,23,8
