"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,18,27,29,25,21,25,27,24,25
"2",23,5,28,22,5,22,13,15,15,14
"3",26,25,20,16,16,20,8,9,27,8
"4",13,26,29,13,21,7,5,20,3,6
"5",11,11,16,25,17,24,28,10,2,18
"6",3,27,2,7,11,27,10,7,14,24
"7",2,7,21,5,10,9,23,18,6,10
"8",5,13,15,17,27,3,9,24,16,17
"9",29,15,3,20,24,16,2,2,7,11
"10",21,6,9,27,22,29,7,19,29,28
"11",14,22,14,19,9,26,19,22,23,12
"12",24,19,10,15,6,4,24,5,4,26
"13",15,2,25,18,29,13,20,8,10,29
"14",22,24,8,6,28,12,27,17,20,15
"15",16,16,6,28,12,6,16,11,12,9
"16",12,3,17,8,23,5,14,3,25,13
"17",19,21,22,23,15,10,11,28,8,22
"18",9,20,11,3,26,23,12,13,9,3
"19",4,8,12,24,4,11,6,6,21,5
"20",18,12,1,4,7,14,15,25,28,1
"21",7,29,4,21,19,8,21,14,26,21
"22",6,23,24,1,3,18,17,1,1,16
"23",17,1,7,10,1,25,4,26,5,19
"24",20,14,23,11,20,28,22,4,18,4
"25",28,28,18,26,2,1,29,23,13,2
"26",10,17,19,12,8,15,3,16,19,27
"27",8,4,5,14,14,19,26,29,17,7
"28",25,10,26,2,13,2,1,12,22,20
"29",27,9,13,9,18,17,18,21,11,23
