"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,2,25,12,8,29,14,22,21,20,15,23,20
"2",6,7,4,2,15,2,5,12,23,23,4,13,26
"3",16,8,3,15,17,23,25,21,20,7,11,6,6
"4",28,13,2,18,2,9,1,10,11,18,14,24,13
"5",7,17,28,7,20,10,20,15,2,8,7,26,18
"6",22,23,6,8,24,18,15,26,14,19,5,18,8
"7",26,21,16,14,16,12,24,19,6,22,17,11,25
"8",25,20,19,10,3,26,6,14,28,9,9,15,2
"9",17,18,13,21,6,5,17,17,17,28,6,4,16
"10",15,1,20,23,27,3,22,7,4,21,10,21,3
"11",13,29,1,6,1,11,19,25,29,14,20,3,28
"12",5,6,14,26,4,19,27,27,10,11,8,16,24
"13",19,10,23,4,12,4,12,23,9,10,25,14,12
"14",27,9,29,19,21,27,18,4,16,29,24,17,29
"15",3,27,10,20,18,8,10,16,19,12,23,19,4
"16",12,3,15,9,23,7,3,2,15,6,18,9,19
"17",1,12,11,13,29,14,13,5,8,1,2,2,1
"18",9,11,17,27,22,13,8,24,27,27,16,27,10
"19",23,5,18,1,7,15,21,11,18,2,21,29,7
"20",21,19,7,17,28,1,29,28,24,4,26,25,21
"21",18,28,9,5,10,22,9,3,7,26,12,28,22
"22",11,14,12,11,13,20,23,6,26,17,28,20,15
"23",20,15,24,24,25,17,11,9,22,13,13,7,23
"24",4,24,21,3,26,24,28,13,12,25,22,5,14
"25",8,22,5,25,9,28,16,8,5,5,19,12,11
"26",10,16,27,16,5,16,4,29,3,24,27,8,5
"27",29,26,26,29,11,6,26,1,25,15,3,10,9
"28",24,4,8,28,19,25,7,18,1,16,29,1,17
"29",14,25,22,22,14,21,2,20,13,3,1,22,27
