"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",7,13,13,14,5,20,27,22,2,13,11,27,13,2,18,11,10
"2",1,8,16,25,14,24,24,11,7,5,18,10,26,16,22,26,17
"3",19,14,25,28,22,16,1,21,14,9,26,23,24,4,2,28,12
"4",23,28,28,15,8,8,28,7,25,23,15,18,23,5,24,20,18
"5",15,22,3,21,25,9,26,24,23,6,6,15,27,20,16,2,2
"6",11,19,22,9,7,27,16,9,20,8,5,24,21,14,7,5,22
"7",9,26,26,10,27,19,9,19,9,19,21,11,25,23,17,12,23
"8",6,23,14,3,1,7,14,13,6,24,12,1,29,11,1,29,1
"9",18,17,24,1,29,22,23,29,29,16,1,3,11,15,28,18,15
"10",25,7,11,24,28,3,17,17,10,26,4,28,20,7,12,17,21
"11",4,4,10,12,20,10,13,16,26,10,25,4,17,6,27,3,25
"12",20,6,18,6,4,4,6,23,22,11,14,12,8,21,13,27,20
"13",10,18,8,23,6,2,3,6,17,17,27,5,19,19,19,19,9
"14",5,9,4,17,26,18,8,3,24,18,10,20,5,13,6,24,16
"15",17,1,1,29,2,15,22,8,12,15,20,25,2,22,29,9,24
"16",8,3,29,13,16,1,29,15,15,1,3,7,1,28,5,14,11
"17",28,5,27,16,3,21,15,2,1,29,29,14,15,17,10,1,5
"18",29,16,12,2,15,17,5,1,27,2,17,29,28,29,15,15,29
"19",13,21,7,7,17,23,25,14,16,27,28,16,7,1,11,25,27
"20",21,12,5,4,21,29,2,12,5,22,8,17,16,27,23,4,13
"21",14,11,21,5,24,6,18,5,11,4,23,19,9,9,20,13,4
"22",24,10,6,8,12,14,21,27,18,20,19,9,22,12,4,10,7
"23",22,20,19,20,19,11,20,4,3,12,9,8,14,24,3,21,26
"24",2,24,15,27,13,5,19,20,28,21,24,21,10,26,9,6,14
"25",26,27,17,26,23,25,10,10,21,14,13,6,3,3,14,8,6
"26",27,25,9,11,11,13,11,18,8,7,2,22,6,18,26,23,8
"27",3,15,23,22,10,12,4,28,13,28,7,13,4,10,21,7,28
"28",16,29,2,18,9,28,7,25,4,3,22,2,12,8,8,16,19
"29",12,2,20,19,18,26,12,26,19,25,16,26,18,25,25,22,3
