"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",6,4,26,21,15,4,15,7,29,27,13,23,24,27
"2",10,22,21,17,25,15,24,11,21,8,17,18,17,24
"3",19,24,17,23,9,23,5,2,19,22,9,8,9,29
"4",12,12,8,4,3,17,7,8,20,25,22,20,27,15
"5",4,11,10,29,17,8,26,4,18,1,29,7,15,7
"6",20,20,4,9,16,24,21,25,13,5,28,22,29,28
"7",1,15,18,16,23,2,6,28,22,12,2,12,28,8
"8",29,14,6,15,5,1,25,5,6,17,16,29,6,23
"9",11,18,25,7,12,26,1,6,7,6,11,2,22,9
"10",5,6,19,13,14,25,20,17,12,21,20,11,7,13
"11",3,26,27,12,1,21,12,14,16,2,3,27,11,18
"12",21,8,12,8,27,28,19,3,27,18,4,15,20,19
"13",8,5,7,26,28,27,3,20,15,7,14,25,2,1
"14",7,16,5,5,20,12,13,21,25,15,10,4,8,25
"15",22,9,28,14,24,7,2,23,14,24,24,1,14,22
"16",15,2,15,10,21,11,9,1,2,10,23,24,10,4
"17",27,7,20,2,6,16,10,27,5,3,15,10,18,26
"18",2,28,3,27,13,13,4,13,4,19,26,14,21,21
"19",24,10,2,20,18,19,11,10,10,13,7,19,13,10
"20",9,23,9,11,7,5,18,24,8,23,8,17,16,3
"21",16,3,14,24,4,10,22,16,11,9,6,3,26,20
"22",14,29,1,18,2,29,29,29,28,11,21,6,12,12
"23",28,21,11,19,26,22,14,15,1,28,18,5,25,5
"24",18,13,24,25,8,20,17,22,24,16,25,28,19,6
"25",13,17,22,28,22,18,27,26,3,26,5,21,5,17
"26",17,25,23,1,29,3,16,9,9,14,27,9,1,14
"27",26,1,29,6,10,14,23,12,23,29,1,13,3,2
"28",23,19,13,22,11,6,8,18,26,4,19,16,4,16
"29",25,27,16,3,19,9,28,19,17,20,12,26,23,11
