"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",16,10,29,1,24,15,14,11,1,1,11,5,15,1,3,29,26,25,13,1,16,15
"2",9,17,6,9,10,1,26,13,8,13,15,9,28,26,6,24,3,18,20,7,10,1
"3",7,20,23,17,5,6,9,10,21,25,20,11,8,5,17,26,8,22,9,25,6,21
"4",17,13,19,21,25,20,18,21,6,23,26,10,25,8,26,23,2,1,21,17,19,25
"5",14,29,15,27,1,12,29,2,12,29,1,16,10,16,1,14,1,29,1,15,15,12
"6",21,3,5,6,6,27,11,14,2,11,5,8,12,11,18,10,10,4,4,19,11,27
"7",23,18,9,20,14,24,24,5,24,5,27,3,4,9,12,16,20,24,27,9,12,23
"8",1,6,3,13,27,16,6,1,10,19,8,18,22,14,8,20,18,21,26,20,2,22
"9",28,11,16,11,3,2,4,16,17,8,24,21,13,2,4,21,15,2,28,13,27,10
"10",11,26,11,26,18,17,8,23,7,6,16,14,9,4,10,3,24,6,22,23,8,3
"11",3,1,25,18,8,9,23,25,5,3,23,1,21,18,11,17,16,13,6,21,17,8
"12",10,16,28,7,4,14,28,26,23,26,10,13,18,13,14,6,22,8,25,6,24,26
"13",12,5,27,16,21,25,17,8,22,9,2,23,7,22,13,27,6,12,23,18,22,4
"14",19,28,24,5,20,8,10,20,13,10,28,27,23,19,15,9,9,28,24,5,7,19
"15",4,4,12,25,12,26,2,17,26,22,19,28,19,10,2,2,5,14,16,2,14,16
"16",22,24,14,23,13,5,12,27,3,20,6,22,3,21,7,25,17,11,11,4,21,24
"17",27,2,13,3,19,11,25,19,19,28,17,24,11,28,22,22,23,20,17,22,13,29
"18",2,27,2,4,26,7,19,7,28,16,21,15,6,12,25,15,14,3,14,3,18,5
"19",13,8,4,12,16,19,7,28,11,27,25,6,5,25,20,5,11,23,12,10,26,9
"20",6,21,10,2,11,22,15,22,18,17,4,29,26,7,16,19,27,26,7,16,28,6
"21",26,23,26,14,9,21,22,4,4,21,12,25,14,3,27,7,12,17,18,11,3,7
"22",8,22,20,19,29,28,3,12,9,7,18,19,16,23,24,13,25,19,3,8,23,28
"23",20,15,1,29,2,29,20,29,16,12,29,17,17,17,21,28,29,15,15,29,1,13
"24",25,19,8,15,23,13,1,24,25,2,3,12,20,29,29,18,7,9,8,12,5,14
"25",24,12,17,22,7,10,5,9,27,15,7,7,24,20,23,4,19,27,19,24,20,2
"26",15,9,7,24,22,3,27,6,14,4,13,26,27,6,19,8,13,10,10,27,25,20
"27",5,7,22,28,15,4,16,15,15,18,9,2,2,27,28,11,28,5,29,14,4,17
"28",29,25,18,10,28,18,21,18,20,14,14,4,1,15,9,1,4,16,2,28,29,18
"29",18,14,21,8,17,23,13,3,29,24,22,20,29,24,5,12,21,7,5,26,9,11
