"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",26,4,6,27,8,8,22,12,21,13,13
"2",23,22,17,22,24,3,6,7,17,9,19
"3",5,12,26,14,12,6,8,10,27,16,16
"4",19,20,8,19,4,17,7,22,2,21,11
"5",3,15,11,26,28,7,15,28,6,26,21
"6",12,18,1,16,29,29,29,1,19,14,8
"7",20,14,10,5,25,26,16,14,26,3,10
"8",8,17,7,8,14,13,4,25,20,6,24
"9",27,26,14,15,16,25,24,27,7,17,17
"10",6,27,22,1,26,16,23,11,1,12,27
"11",22,16,28,24,15,14,27,8,5,2,4
"12",14,2,2,13,21,10,18,20,3,8,18
"13",4,23,9,11,2,5,25,15,12,7,2
"14",28,11,4,2,17,4,2,18,8,24,7
"15",24,5,24,10,27,15,11,24,15,15,3
"16",10,9,5,23,23,24,9,13,13,20,29
"17",1,21,27,6,22,22,21,21,22,22,14
"18",29,1,23,20,1,23,1,17,23,4,22
"19",18,8,19,17,19,2,26,23,24,29,28
"20",7,3,18,9,9,27,5,6,4,28,5
"21",2,7,15,18,18,18,12,4,10,5,12
"22",25,24,3,12,7,19,14,5,28,27,26
"23",11,25,21,21,13,12,17,16,18,25,9
"24",15,6,12,4,11,20,28,9,16,23,20
"25",21,13,20,7,3,9,19,2,11,19,23
"26",17,19,25,28,10,28,13,19,9,11,25
"27",13,29,29,3,6,1,10,29,14,1,15
"28",16,28,13,29,20,11,3,3,25,18,1
"29",9,10,16,25,5,21,20,26,29,10,6
