"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",10,7,17,15,27,2,16,20,12,22,28,1,22,23,8,4,8,11,19,6,7
"2",29,10,12,2,24,16,27,4,14,27,11,28,17,25,16,12,25,29,15,17,1
"3",25,3,23,7,22,10,19,11,24,17,6,23,11,10,7,23,6,20,26,8,18
"4",16,9,18,28,14,3,14,12,13,19,3,2,7,1,24,17,27,25,5,27,24
"5",9,1,6,24,29,11,24,2,28,15,15,16,20,14,5,10,16,8,6,29,27
"6",4,5,22,13,9,8,4,7,9,7,20,11,27,27,4,19,22,22,16,18,20
"7",3,21,2,12,20,7,18,17,5,21,12,21,4,11,19,5,24,5,20,22,19
"8",21,2,14,4,2,20,12,27,3,13,29,17,18,20,20,28,28,14,21,28,16
"9",11,12,28,18,4,27,23,19,16,23,18,20,23,13,27,25,21,27,24,11,29
"10",13,4,16,9,7,14,29,9,17,5,27,25,3,7,22,1,15,2,3,12,12
"11",28,28,10,10,6,5,2,21,19,25,4,14,21,18,23,18,7,7,11,13,22
"12",26,27,27,16,28,9,22,26,7,11,25,13,10,4,28,14,17,19,9,19,5
"13",8,14,13,17,1,12,5,15,29,14,9,29,1,29,29,16,2,15,29,21,6
"14",15,15,21,3,16,15,1,29,2,28,17,6,13,3,1,8,10,3,28,16,28
"15",17,23,15,22,23,28,3,22,18,8,5,26,19,8,3,3,19,23,18,25,13
"16",19,19,11,14,26,22,7,5,27,24,26,8,2,6,18,22,20,16,17,4,25
"17",6,17,8,1,3,1,26,18,1,9,10,7,14,9,12,21,14,24,12,2,11
"18",18,8,3,19,13,18,17,24,22,10,8,9,5,22,2,24,23,4,10,10,3
"19",12,29,7,11,15,26,20,1,10,1,2,15,29,2,11,15,29,12,27,9,8
"20",2,6,9,25,17,24,28,23,20,2,22,5,9,17,17,13,5,18,23,20,21
"21",27,16,25,27,12,4,6,13,26,4,23,19,16,15,13,9,26,6,22,1,4
"22",23,11,1,8,10,21,10,16,23,20,21,12,24,5,10,7,3,26,7,23,10
"23",24,25,4,23,8,13,11,3,11,12,16,4,12,21,26,2,12,28,25,7,17
"24",5,26,26,6,11,23,9,25,15,18,13,27,8,24,9,11,18,13,4,3,23
"25",14,22,5,29,18,6,15,28,25,29,24,24,28,28,14,27,13,21,1,15,15
"26",20,18,20,20,19,19,25,14,4,6,7,18,26,26,21,6,4,17,8,5,26
"27",1,13,29,21,25,29,8,6,6,16,1,10,15,16,15,29,1,1,2,14,14
"28",22,20,19,26,5,25,21,8,8,26,19,22,6,19,6,20,9,9,13,24,9
"29",7,24,24,5,21,17,13,10,21,3,14,3,25,12,25,26,11,10,14,26,2
