"","V1","V2","V3","V4","V5","V6"
"1",23,24,15,5,28,26
"2",19,9,4,25,12,27
"3",26,26,2,21,17,13
"4",4,6,29,8,18,25
"5",12,10,20,6,11,1
"6",20,18,24,1,21,12
"7",25,15,13,10,19,4
"8",10,14,1,2,7,22
"9",9,23,22,24,15,7
"10",7,17,11,22,5,24
"11",22,19,8,13,10,16
"12",27,3,23,14,6,29
"13",17,28,28,29,8,3
"14",15,22,6,9,4,9
"15",16,13,16,16,16,21
"16",14,16,27,19,27,10
"17",6,27,17,4,2,15
"18",24,11,26,23,3,18
"19",1,25,25,11,13,20
"20",13,4,12,28,20,17
"21",5,20,3,15,23,2
"22",18,1,5,7,26,19
"23",2,12,7,27,29,6
"24",3,2,14,20,9,11
"25",29,7,10,3,14,8
"26",28,21,19,26,24,23
"27",21,5,18,17,1,5
"28",8,8,21,12,25,14
"29",11,29,9,18,22,28
