"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,6,3,6,18,8,8,9,1
"2",8,4,13,11,17,17,14,16,18
"3",9,9,8,16,14,18,1,4,5
"4",15,12,6,8,1,16,13,14,2
"5",18,11,15,3,16,11,7,18,7
"6",17,3,1,10,7,13,4,2,10
"7",7,10,7,4,4,7,19,3,15
"8",10,19,19,5,5,19,10,8,9
"9",2,13,16,9,15,2,12,1,11
"10",6,17,11,12,6,3,3,15,3
"11",4,7,17,19,8,14,17,11,6
"12",1,1,9,14,3,10,9,19,12
"13",16,18,10,13,19,12,18,7,13
"14",13,14,14,18,2,9,6,5,17
"15",11,15,2,17,13,6,16,17,8
"16",14,5,18,7,12,5,2,13,14
"17",3,16,4,2,11,15,5,12,16
"18",19,8,5,15,9,1,11,10,19
"19",12,2,12,1,10,4,15,6,4
