"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",10,19,14,18,10,19,19,8,1,15,9,11
"2",3,2,8,5,8,16,12,14,6,13,3,3
"3",8,3,18,15,13,2,7,2,7,12,15,7
"4",17,12,16,14,6,4,13,15,8,2,2,13
"5",7,11,1,16,5,15,1,17,10,18,13,9
"6",16,5,4,10,18,6,10,13,2,17,8,18
"7",12,18,5,11,1,1,6,11,15,11,5,4
"8",19,15,10,2,7,7,11,4,11,19,17,6
"9",9,6,17,7,2,12,16,12,14,14,19,17
"10",4,13,15,9,16,10,3,6,18,16,1,12
"11",11,10,19,1,19,17,8,16,13,5,7,8
"12",18,1,7,13,12,18,5,9,16,7,16,14
"13",13,16,2,6,14,14,15,1,9,9,4,15
"14",5,17,12,4,11,5,4,18,4,8,14,16
"15",1,9,9,19,3,9,9,3,12,6,6,19
"16",6,4,3,3,9,3,18,7,17,3,10,10
"17",15,7,13,8,4,13,2,5,3,4,11,2
"18",14,8,11,17,15,8,17,19,19,10,12,1
"19",2,14,6,12,17,11,14,10,5,1,18,5
