"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",12,15,13,16,13,4,13,16,18,5,17,11,15,12,17,5,4
"2",11,13,10,7,14,16,18,18,9,18,2,13,1,13,6,1,12
"3",4,14,6,15,9,14,3,17,8,8,15,3,14,16,4,14,16
"4",13,5,4,8,2,18,12,12,4,7,5,10,18,14,18,18,8
"5",10,16,5,12,1,3,16,5,10,16,14,8,5,6,5,19,5
"6",17,4,16,11,4,2,11,11,14,12,8,6,12,17,2,3,18
"7",7,6,3,1,19,19,10,1,19,10,19,9,10,10,1,7,9
"8",6,17,14,4,6,12,15,7,16,3,6,14,16,3,7,11,17
"9",9,8,12,3,3,5,4,4,6,4,16,15,2,15,13,6,13
"10",3,3,17,17,5,17,7,14,17,14,10,16,3,11,10,15,6
"11",18,18,19,6,8,15,9,13,2,13,18,5,7,1,14,9,10
"12",8,9,11,13,7,11,2,2,11,19,1,1,19,7,15,4,7
"13",2,11,15,2,17,7,17,9,5,15,9,4,13,18,12,13,3
"14",16,2,9,14,15,13,19,6,12,2,12,2,4,9,16,12,15
"15",5,1,8,9,11,1,8,19,7,1,4,7,8,2,8,8,2
"16",14,12,18,18,18,8,6,3,3,6,3,12,11,8,3,17,11
"17",15,7,7,5,16,6,5,15,13,17,13,17,17,4,11,16,14
"18",19,19,1,10,12,10,1,8,15,9,7,19,6,19,9,10,1
"19",1,10,2,19,10,9,14,10,1,11,11,18,9,5,19,2,19
