"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,13,12,5,15,17,8
"2",9,4,8,3,4,4,5,17
"3",8,11,7,13,19,10,19,19
"4",6,9,1,9,1,19,9,11
"5",15,5,12,18,16,17,10,16
"6",1,14,16,6,9,2,11,15
"7",19,13,9,2,12,16,6,7
"8",14,17,2,11,17,3,4,9
"9",18,1,4,16,10,6,15,12
"10",11,19,14,17,2,9,7,13
"11",17,10,18,10,7,13,1,18
"12",13,6,3,5,6,12,12,2
"13",5,7,10,14,13,1,8,1
"14",4,18,5,4,14,14,14,14
"15",12,8,19,1,15,7,16,10
"16",10,16,17,15,11,18,13,3
"17",7,2,15,7,18,11,3,5
"18",16,15,11,8,3,5,18,4
"19",3,12,6,19,8,8,2,6
