"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",14,1,12,19,1,17,10,8,11,18,1,1,9,9,12,8,19,8
"2",15,16,11,2,5,10,8,7,13,2,16,7,14,4,3,17,17,14
"3",6,4,4,4,8,3,15,16,14,14,14,6,7,17,6,5,16,12
"4",3,9,15,14,16,2,5,13,2,7,6,4,8,6,5,16,14,6
"5",16,13,7,16,17,16,6,14,3,16,15,13,16,14,7,7,13,15
"6",5,8,16,6,7,18,13,5,4,6,13,17,15,19,13,11,15,5
"7",8,19,14,7,12,6,1,1,10,19,19,11,6,8,10,2,12,1
"8",17,14,13,13,9,5,17,4,5,11,12,3,3,16,17,14,8,18
"9",9,2,10,11,19,19,18,6,7,5,10,10,5,3,1,1,5,13
"10",7,5,18,5,18,12,4,9,17,15,9,5,18,11,15,13,4,16
"11",11,15,19,12,13,8,14,18,19,9,8,19,11,2,19,6,18,11
"12",19,11,17,8,6,13,2,17,12,8,5,12,2,18,2,9,3,9
"13",2,12,5,1,10,14,12,11,8,17,4,18,1,5,11,18,10,19
"14",12,18,3,3,15,9,11,12,6,4,2,2,13,15,14,3,6,7
"15",18,6,2,10,14,7,16,2,16,12,3,14,17,10,4,15,11,4
"16",10,7,6,17,11,15,9,15,18,1,18,9,4,12,18,19,9,3
"17",4,17,9,15,2,11,19,19,9,13,11,8,19,7,8,12,2,2
"18",1,10,8,18,3,4,7,3,15,3,7,16,12,13,9,4,7,17
"19",13,3,1,9,4,1,3,10,1,10,17,15,10,1,16,10,1,10
