"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",13,15,13,10,7,11,6,18,1,12,15,3,19,18,7
"2",18,4,8,11,18,18,5,15,11,9,8,19,15,6,4
"3",14,13,2,2,8,12,4,3,6,3,2,10,14,4,12
"4",3,6,18,12,2,1,9,8,9,4,4,8,16,11,2
"5",11,14,17,14,11,9,3,17,18,11,1,15,2,12,16
"6",6,17,7,6,4,16,8,2,10,15,10,16,3,16,3
"7",12,1,3,16,13,8,17,7,2,16,3,11,8,13,5
"8",9,2,15,4,10,13,18,5,13,8,14,17,18,14,17
"9",17,7,5,5,3,5,11,14,16,18,7,6,13,15,15
"10",16,10,19,13,1,19,15,9,7,14,17,12,7,3,13
"11",7,18,6,17,6,3,13,13,3,7,11,18,12,7,18
"12",5,9,11,7,17,17,14,16,4,2,5,7,6,17,14
"13",4,16,12,18,15,14,12,6,15,17,6,5,17,5,11
"14",2,8,14,1,14,7,1,12,5,19,19,14,11,9,9
"15",1,11,1,8,9,10,19,19,19,10,13,9,9,1,1
"16",10,5,9,9,19,2,7,4,8,13,12,4,1,2,19
"17",8,3,4,19,5,15,2,11,14,5,16,2,5,10,10
"18",19,19,16,3,12,6,16,10,12,6,9,1,4,8,6
"19",15,12,10,15,16,4,10,1,17,1,18,13,10,19,8
