"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",9,1,11,8,10,1,1,11,9,15,19,19,19,11
"2",2,2,10,18,12,19,17,15,12,12,9,6,1,12
"3",19,8,1,17,1,6,15,12,13,8,14,11,15,6
"4",4,14,5,14,5,12,7,18,17,18,12,15,11,17
"5",15,3,4,4,8,5,8,17,7,6,5,2,9,15
"6",10,15,16,15,16,3,14,16,4,16,7,5,13,5
"7",1,11,8,16,9,11,9,1,8,4,18,1,12,1
"8",8,7,19,1,15,14,6,19,11,7,15,13,8,3
"9",13,6,2,12,19,13,4,5,2,17,13,7,6,9
"10",5,9,6,10,18,2,13,9,19,3,4,17,5,7
"11",11,4,12,3,4,10,18,3,16,19,2,9,10,4
"12",17,16,7,5,7,18,10,10,5,14,8,18,3,2
"13",12,13,13,9,6,9,19,13,1,1,17,10,4,19
"14",14,18,9,11,11,15,2,14,15,2,1,8,18,8
"15",7,5,18,13,3,16,11,7,3,5,6,16,16,13
"16",6,17,17,7,2,4,3,6,14,9,11,4,2,10
"17",3,19,3,2,14,8,16,4,6,10,10,12,17,14
"18",16,10,14,6,17,17,12,8,18,13,16,3,14,16
"19",18,12,15,19,13,7,5,2,10,11,3,14,7,18
