"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",18,5,6,14,3,8,3,15,16,7,9
"2",19,17,14,11,16,11,4,5,7,17,13
"3",7,7,9,19,13,14,7,19,6,2,15
"4",14,4,7,7,17,16,13,13,13,16,18
"5",12,12,3,17,9,19,2,11,3,14,6
"6",6,14,5,3,2,13,10,3,2,9,16
"7",2,3,10,16,5,5,17,6,5,15,12
"8",16,15,11,4,12,6,15,18,4,13,3
"9",5,10,18,13,1,12,11,16,11,18,1
"10",4,9,4,1,14,3,6,9,14,19,10
"11",17,8,16,2,6,18,18,10,8,3,11
"12",9,19,2,10,7,10,19,17,19,11,14
"13",3,16,12,15,18,17,14,8,15,6,7
"14",1,13,15,6,10,7,1,14,10,5,19
"15",13,18,8,8,4,1,8,7,12,1,5
"16",11,6,1,12,15,9,16,1,9,4,2
"17",15,11,17,18,11,4,12,2,17,10,17
"18",10,1,19,9,19,2,9,12,1,8,8
"19",8,2,13,5,8,15,5,4,18,12,4
