"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,3,3,2,3,5,1,4,5,1,3
"2",2,1,5,2,3,3,4,5,1,2,2
"3",4,3,3,5,1,1,4,1,1,3,4
"4",2,1,2,4,1,5,3,4,1,4,3
"5",4,1,3,5,3,3,1,2,5,1,2
"6",5,2,4,2,2,4,5,2,2,5,4
"7",1,4,2,5,2,3,4,4,3,1,5
"8",1,1,4,5,5,4,2,1,3,3,4
"9",3,3,5,1,1,4,4,4,5,3,5
"10",3,2,1,4,2,4,5,1,5,2,3
"11",2,5,5,5,4,4,4,4,2,4,3
"12",2,3,5,3,1,1,2,3,2,1,1
"13",4,2,5,4,5,2,5,5,3,1,4
"14",5,4,4,3,1,5,2,5,4,2,4
"15",2,2,2,3,4,1,3,1,4,1,4
"16",5,1,2,1,4,3,2,3,2,1,5
"17",3,2,3,5,3,4,2,5,1,4,5
"18",1,2,1,1,3,1,5,3,1,5,3
"19",5,2,5,5,2,5,3,3,3,3,1
"20",2,4,2,1,2,2,2,2,5,3,4
"21",3,4,5,4,3,1,3,1,3,5,5
"22",1,3,4,3,5,5,4,2,1,2,5
"23",4,1,1,2,1,2,3,2,3,2,5
"24",1,5,4,4,4,3,3,5,5,3,1
"25",4,3,2,1,5,5,3,5,3,5,3
"26",5,2,4,3,5,1,1,4,2,3,3
"27",3,5,1,3,1,3,5,5,2,3,4
"28",1,3,4,5,1,2,5,2,4,4,2
"29",3,1,3,4,5,2,4,2,2,5,1
"30",2,3,1,4,2,2,1,5,2,2,1
"31",1,5,3,1,2,5,3,1,2,1,2
"32",3,5,2,5,5,1,2,3,4,2,2
"33",1,2,1,2,5,4,2,4,4,2,2
"34",4,5,4,2,2,2,2,4,1,5,2
"35",2,4,1,3,3,5,4,2,4,5,1
"36",2,5,3,2,5,3,5,3,5,4,5
"37",4,5,1,4,3,5,1,2,2,3,5
"38",1,1,5,3,2,3,1,3,4,5,5
"39",4,4,2,4,4,4,5,3,1,1,1
"40",3,4,5,1,4,2,1,2,1,2,3
"41",4,3,5,2,4,4,2,1,5,4,1
"42",3,2,2,1,1,3,1,1,3,4,1
"43",3,1,4,1,4,5,5,3,4,3,2
"44",1,4,3,2,4,1,1,5,3,4,4
"45",5,4,3,1,3,1,5,4,3,2,1
"46",5,5,4,2,3,2,4,1,4,1,3
"47",5,3,1,5,4,2,3,4,5,5,4
"48",4,1,2,3,2,1,4,5,5,4,2
"49",5,5,3,4,1,4,1,3,4,5,3
"50",5,4,1,3,5,3,3,1,1,4,2
