"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,2,4,1,2,2,4,3,3,4,1
"2",2,1,1,4,4,1,2,3,3,4,2
"3",4,3,3,2,3,2,3,4,4,4,4
"4",4,1,4,3,3,3,1,1,4,3,2
"5",2,4,3,4,1,4,4,2,4,3,2
"6",2,4,2,1,3,1,4,4,2,2,2
"7",4,3,1,4,2,3,4,3,2,1,4
"8",1,3,4,3,1,1,2,4,2,3,3
"9",2,1,3,2,2,3,2,4,4,1,1
"10",4,2,3,2,1,1,1,3,1,1,2
"11",3,4,2,3,2,4,1,3,1,4,3
"12",1,4,4,2,4,3,3,3,3,1,3
"13",4,4,3,4,4,2,2,2,2,2,1
"14",1,2,2,4,3,4,1,4,3,2,4
"15",3,2,1,3,4,4,3,4,1,3,1
"16",2,2,3,1,4,3,1,2,2,4,4
"17",1,3,2,3,1,3,3,1,2,4,1
"18",2,1,4,4,2,2,3,1,1,2,4
"19",1,1,1,2,3,2,4,2,1,3,3
"20",1,3,1,1,2,2,1,2,4,2,1
"21",3,4,1,2,1,1,2,1,3,3,4
"22",3,3,4,1,3,4,2,1,1,1,2
"23",3,2,2,3,4,1,4,1,4,1,3
"24",4,1,2,1,1,4,3,2,3,2,3
