"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,1,3,5,5,4,3,5,2
"2",5,3,3,2,1,2,2,5,1
"3",1,1,5,4,1,3,3,3,1
"4",5,2,4,4,3,5,5,2,3
"5",3,3,2,2,5,5,4,1,1
"6",1,3,3,5,4,2,5,1,4
"7",1,2,4,1,4,1,1,3,3
"8",4,1,2,1,2,3,2,1,4
"9",2,2,1,3,2,1,5,4,2
"10",5,4,5,3,5,1,3,2,4
"11",3,1,4,2,3,2,4,5,5
"12",2,5,4,3,2,4,2,1,2
"13",2,4,3,1,1,4,4,2,5
"14",4,5,5,1,4,3,5,4,2
"15",4,5,2,5,1,1,4,3,3
"16",5,2,1,3,4,4,1,3,5
"17",2,5,2,4,5,3,2,4,5
"18",3,3,5,5,2,5,1,4,4
"19",3,4,1,4,3,2,1,2,1
"20",1,4,1,2,3,5,3,5,3
