"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",6,2,4,1,3,1,5,4,5,2
"2",3,1,4,6,5,5,5,3,4,6
"3",6,3,1,6,2,4,4,1,6,4
"4",2,3,2,3,6,1,5,1,3,6
"5",3,6,1,1,6,3,3,2,5,3
"6",6,2,5,3,1,2,3,3,2,6
"7",2,3,5,6,4,2,1,6,4,3
"8",1,4,6,1,3,4,4,6,3,6
"9",2,2,3,1,5,3,1,4,1,5
"10",3,2,2,6,2,3,6,5,2,2
"11",5,4,4,6,6,1,3,2,1,4
"12",1,6,3,5,1,1,4,4,5,5
"13",4,1,3,1,1,5,6,2,3,3
"14",5,1,3,2,6,4,4,6,4,1
"15",2,2,5,5,3,4,5,2,6,1
"16",5,4,2,1,2,2,2,5,4,4
"17",6,2,6,4,6,6,2,4,3,3
"18",4,3,5,5,2,6,5,5,1,5
"19",1,5,4,4,6,5,6,4,2,2
"20",5,4,1,4,4,6,6,4,5,6
"21",3,3,6,2,5,2,6,5,6,4
"22",1,2,2,2,4,6,3,3,6,5
"23",4,1,2,5,5,2,2,1,5,2
"24",1,1,6,4,4,3,4,2,1,3
"25",3,6,5,2,4,1,2,5,2,1
"26",2,1,4,3,2,5,1,5,5,4
"27",2,6,3,6,3,6,2,1,2,4
"28",4,4,5,1,5,6,4,1,2,2
"29",6,5,5,2,4,5,1,2,5,5
"30",4,5,4,5,6,3,2,6,6,6
"31",6,5,3,5,4,2,6,3,3,1
"32",5,6,6,3,3,3,6,1,4,5
"33",6,6,2,3,5,4,5,6,1,4
"34",3,5,3,3,1,6,4,6,6,2
"35",4,1,1,4,3,1,3,6,2,5
"36",1,4,1,5,5,5,3,5,4,1
"37",2,5,1,2,2,2,5,3,1,3
"38",1,3,4,2,1,3,2,1,4,1
"39",5,3,1,3,3,5,1,3,1,1
"40",4,4,6,4,2,1,1,3,6,3
"41",3,5,2,4,1,4,1,2,3,6
"42",5,6,6,6,1,4,3,4,3,2
