"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,5,2,6,3,6,2,4,6,5,5,2
"2",2,4,4,5,1,2,1,1,4,1,2,4
"3",2,2,2,4,4,1,5,1,1,6,4,3
"4",2,4,4,2,6,5,6,5,4,6,2,2
"5",1,3,1,3,2,5,4,5,3,1,6,5
"6",1,6,5,1,2,4,3,2,2,4,4,1
"7",1,1,5,5,5,3,2,6,5,4,4,5
"8",5,4,3,1,5,2,1,4,2,5,6,5
"9",6,3,1,5,5,4,1,3,3,4,1,1
"10",6,2,3,3,1,5,3,2,5,6,3,6
"11",5,2,4,6,1,3,5,6,2,3,5,2
"12",6,5,5,4,4,6,6,1,4,3,6,4
"13",4,3,6,3,6,2,4,2,6,2,5,1
"14",4,1,6,2,3,6,2,4,1,2,2,3
"15",5,6,2,2,4,1,3,6,5,1,3,3
"16",4,5,6,4,2,1,4,5,3,5,1,6
"17",3,6,3,6,6,4,5,3,1,2,3,6
"18",3,1,1,1,3,3,6,3,6,3,1,4
