"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,3,1,3,2,2,1,1,2
"2",3,2,3,2,3,3,3,2,1
"3",2,1,3,2,3,1,1,1,2
"4",2,2,2,1,3,1,3,3,2
"5",1,3,3,1,2,2,1,2,3
"6",2,2,1,3,1,1,1,2,3
"7",2,1,1,3,2,3,2,1,1
"8",3,2,1,1,1,2,2,3,1
"9",1,2,3,3,3,2,2,1,3
"10",3,3,2,1,3,3,2,1,3
"11",2,3,1,2,2,3,3,3,3
"12",3,1,1,2,1,2,3,1,2
"13",1,3,1,2,3,1,2,2,1
"14",2,2,2,2,2,2,2,2,2
"15",1,1,3,3,2,2,3,3,1
"16",2,3,2,3,3,2,1,3,1
"17",1,2,2,2,1,3,1,1,1
"18",2,1,3,1,1,3,2,2,2
"19",1,2,1,1,2,1,3,1,3
"20",1,1,2,2,1,1,2,3,3
"21",3,2,3,2,1,3,1,3,3
"22",3,3,3,3,2,1,2,3,2
"23",2,3,3,1,1,1,3,1,1
"24",3,1,2,3,3,2,3,2,3
"25",1,1,1,1,3,3,1,3,2
"26",1,3,2,3,1,3,3,2,2
"27",3,1,2,1,2,1,1,2,1
