"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,2,2,2,5,2,4,1,6,5
"2",2,2,3,1,6,3,1,6,2,3
"3",4,6,6,5,5,2,4,5,1,4
"4",5,5,4,1,3,5,2,1,1,2
"5",5,1,5,3,6,4,6,3,4,1
"6",1,4,5,5,4,4,1,2,6,4
"7",2,3,6,4,1,2,3,1,3,1
"8",6,3,6,2,4,6,3,5,4,6
"9",6,6,3,3,2,1,1,3,5,3
"10",3,5,2,6,5,6,3,4,5,1
"11",1,1,2,3,2,6,4,3,1,4
"12",4,2,4,5,2,5,5,6,6,2
"13",5,4,1,4,1,4,2,6,3,5
"14",2,6,3,4,6,5,5,2,3,6
"15",6,3,1,6,4,3,6,2,2,3
"16",3,5,5,1,1,3,6,4,5,5
"17",3,1,4,6,3,1,2,4,2,6
"18",1,4,1,2,3,1,5,5,4,2
