"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,3,2,1,3,2,3,2,3,2,1
"2",3,1,3,3,2,2,1,3,2,1,3
"3",2,2,1,3,2,2,2,2,2,2,3
"4",2,1,1,2,2,3,1,3,1,1,2
"5",2,1,1,2,2,3,3,1,2,3,3
"6",2,2,2,2,2,2,2,1,3,2,2
"7",3,3,3,2,1,2,1,1,2,1,2
"8",3,3,3,1,2,1,2,2,2,1,3
"9",1,3,1,1,3,2,1,3,2,3,3
"10",1,1,2,3,1,1,1,2,2,3,1
"11",2,3,2,1,1,2,1,3,3,1,1
"12",1,2,2,2,2,1,2,3,2,1,1
"13",1,3,3,1,2,3,3,2,3,3,2
"14",1,3,2,3,1,3,2,1,1,1,3
"15",1,3,1,2,1,1,3,2,2,3,2
"16",2,2,3,1,3,3,3,1,2,1,3
"17",3,3,1,3,1,3,3,3,2,2,1
"18",3,3,1,2,3,3,2,1,3,1,2
"19",2,3,1,3,1,2,1,2,1,2,2
"20",3,2,2,1,3,1,3,3,2,3,2
"21",3,1,3,3,2,3,3,1,1,2,2
"22",3,3,2,2,2,2,3,3,1,2,3
"23",1,2,2,1,2,1,1,1,1,1,2
"24",1,2,2,1,2,3,2,3,1,2,1
"25",3,1,1,1,1,2,3,2,1,1,2
"26",3,2,1,2,3,1,1,1,1,2,3
"27",2,3,1,1,2,1,2,1,1,3,1
"28",1,2,1,3,3,2,3,1,1,3,1
"29",2,1,3,1,1,1,2,3,1,3,3
"30",1,1,2,2,1,3,3,3,3,1,2
"31",1,1,2,2,3,1,3,2,1,2,3
"32",2,3,2,3,2,1,1,1,3,3,3
"33",2,2,3,2,3,2,1,3,1,2,1
"34",2,2,1,3,3,1,3,3,3,1,3
"35",3,2,2,1,1,3,2,1,2,3,1
"36",3,1,2,1,3,3,1,2,3,2,3
"37",2,1,3,2,1,1,3,1,3,2,1
"38",2,2,3,3,1,3,2,2,1,3,2
"39",2,1,2,3,3,3,2,3,2,3,2
"40",3,2,3,3,1,2,3,2,3,3,3
"41",1,1,1,1,1,2,2,1,3,2,3
"42",1,2,1,3,2,3,1,2,3,1,1
"43",1,1,3,2,3,2,1,1,3,3,2
"44",3,2,1,1,1,1,1,2,3,2,2
"45",3,1,2,3,3,1,2,1,2,1,1
"46",3,3,3,2,3,3,1,2,1,3,1
"47",1,2,3,2,1,3,1,3,2,2,3
"48",3,1,1,2,2,2,2,3,3,3,1
"49",1,1,3,1,3,2,2,2,2,1,1
"50",2,3,3,3,2,1,3,2,1,1,1
"51",1,3,3,3,3,1,2,3,3,2,2
