"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",6,5,2,3,3,5,4,3
"2",6,4,3,4,2,2,1,2
"3",3,1,3,2,1,4,1,4
"4",2,6,2,3,5,2,5,5
"5",2,2,2,5,3,6,1,4
"6",3,1,3,4,4,3,5,6
"7",2,1,4,3,6,4,6,2
"8",3,5,1,1,2,1,5,3
"9",1,6,3,3,2,4,4,1
"10",5,1,1,4,1,5,5,5
"11",3,5,3,5,5,6,6,3
"12",4,2,2,1,3,4,6,6
"13",3,3,1,6,2,2,3,6
"14",1,3,6,1,5,5,5,2
"15",1,2,5,2,4,6,3,5
"16",1,5,1,4,3,4,2,5
"17",6,3,1,3,4,1,1,5
"18",5,3,3,5,3,1,5,1
"19",5,3,4,1,2,5,2,3
"20",2,3,5,4,1,4,4,3
"21",6,1,5,5,5,4,2,6
"22",3,4,6,1,4,3,4,5
"23",4,4,1,6,4,4,6,1
"24",2,4,1,1,1,6,3,2
"25",6,4,6,4,5,1,5,4
"26",5,5,4,2,2,1,3,6
"27",3,5,6,4,6,2,3,1
"28",3,1,5,6,2,6,5,2
"29",1,2,2,4,2,1,6,2
"30",6,6,4,2,4,6,5,1
"31",4,6,5,2,1,2,6,3
"32",1,5,4,5,1,3,5,5
"33",1,4,2,6,6,5,4,6
"34",3,6,4,1,5,5,1,6
"35",2,1,1,5,5,3,3,3
"36",5,1,2,1,4,2,2,1
"37",6,2,6,2,1,3,4,1
"38",2,2,6,3,1,2,2,6
"39",1,3,4,6,5,2,1,3
"40",6,2,3,6,3,5,3,2
"41",6,3,3,2,6,3,6,5
"42",4,2,4,5,6,1,4,5
"43",4,5,2,2,5,3,1,2
"44",4,3,1,2,5,6,4,4
"45",5,4,5,3,2,6,6,6
"46",4,6,3,4,4,6,3,6
"47",3,2,2,3,6,5,2,1
"48",4,4,4,5,1,5,2,1
"49",1,1,4,1,3,2,4,4
"50",4,5,6,6,2,4,1,5
"51",6,6,2,6,1,3,2,4
"52",2,6,6,5,3,5,6,4
"53",2,6,5,6,4,1,2,2
"54",5,2,5,6,4,2,6,4
"55",5,5,5,1,6,4,3,4
"56",2,4,3,2,6,1,2,4
"57",1,4,5,3,3,3,1,1
"58",5,3,6,4,6,6,1,3
"59",4,1,6,3,3,1,3,3
"60",5,6,1,5,6,3,4,2
