"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,3,1,2,3,2,2,1,3,1,1,3,2,1,3
"2",2,1,2,3,1,3,3,1,2,1,1,3,1,2,2
"3",2,3,2,3,2,3,1,2,3,3,3,3,3,1,1
"4",3,2,3,1,2,2,3,2,2,3,1,3,1,3,3
"5",1,1,3,2,3,1,1,1,2,2,3,3,2,3,2
"6",1,3,2,3,1,1,1,2,1,2,2,3,1,2,3
"7",3,3,3,3,1,2,2,1,2,3,1,1,3,2,2
"8",3,2,1,1,1,1,2,2,2,1,2,3,3,1,1
"9",2,2,2,1,2,1,2,1,3,1,1,1,1,3,1
"10",1,1,3,3,3,2,3,2,3,1,2,2,3,1,2
"11",1,3,3,1,2,3,2,3,2,1,3,1,2,2,3
"12",1,3,1,2,1,3,3,2,3,2,2,1,1,2,1
"13",1,2,1,2,3,2,1,3,2,3,1,1,1,1,2
"14",1,1,1,2,2,1,2,3,1,2,1,3,3,2,1
"15",3,2,3,2,3,3,2,3,3,2,2,3,3,3,3
"16",3,3,1,2,2,1,3,1,1,2,3,2,3,3,2
"17",1,2,2,1,2,1,3,1,3,3,2,1,3,2,3
"18",2,1,2,2,1,2,3,3,2,1,3,1,3,3,1
"19",2,3,2,1,3,2,3,3,1,2,3,3,1,1,2
"20",3,2,2,3,3,2,1,1,1,1,3,1,2,2,1
"21",3,2,2,3,2,3,3,3,1,2,1,1,2,1,3
"22",1,2,2,1,3,3,1,2,1,1,1,2,3,3,2
"23",1,1,3,2,2,3,2,1,1,3,2,2,1,1,1
"24",3,3,1,3,2,3,1,3,2,1,2,2,1,3,2
"25",2,3,3,1,1,2,1,3,1,3,2,2,2,3,1
"26",2,3,3,3,3,1,3,3,3,2,1,2,2,2,1
"27",2,1,1,1,1,3,1,1,2,2,2,2,3,1,3
"28",3,1,3,1,1,2,1,2,3,2,1,1,2,1,2
"29",2,1,1,3,3,1,2,2,1,3,2,1,2,3,3
"30",3,1,1,1,3,3,3,2,2,3,3,2,2,2,1
"31",3,1,2,2,2,1,1,3,3,3,3,2,1,2,3
"32",1,2,1,3,1,2,2,1,3,3,3,3,2,3,2
"33",2,2,3,2,1,1,2,2,1,1,3,2,1,1,3
