"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,4,4,4,1,2,2,2,2
"2",2,2,4,3,1,3,4,4,3
"3",4,1,2,3,4,2,1,3,3
"4",4,4,4,2,2,3,3,2,4
"5",3,4,3,3,3,1,4,3,1
"6",1,1,3,2,3,3,1,4,1
"7",1,2,4,1,2,2,1,2,3
"8",2,2,3,1,1,2,4,1,1
"9",4,2,2,4,1,4,1,3,2
"10",3,4,2,1,2,1,1,1,2
"11",3,3,4,1,4,2,3,4,2
"12",3,1,4,3,2,4,2,1,1
"13",3,4,1,4,3,3,2,4,3
"14",2,3,1,3,3,4,1,1,3
"15",1,3,1,3,2,4,4,3,2
"16",1,2,2,4,2,1,3,4,1
"17",4,1,1,1,3,3,4,2,2
"18",3,2,1,4,2,2,3,1,4
"19",2,1,1,2,1,1,3,3,2
"20",3,1,3,4,4,1,2,2,2
"21",1,3,1,1,4,1,2,3,4
"22",2,2,1,3,4,3,1,2,1
"23",2,4,4,2,4,4,2,3,2
"24",3,2,2,2,4,4,4,4,4
"25",3,3,3,1,1,3,1,3,4
"26",4,3,1,2,1,2,2,4,1
"27",4,3,3,4,4,3,3,1,1
"28",1,4,2,2,4,2,4,1,3
"29",4,3,2,3,1,1,4,2,3
"30",1,1,2,2,1,3,2,1,4
"31",1,3,3,4,3,4,3,2,4
"32",2,4,2,1,3,4,3,2,1
"33",4,1,3,1,2,4,3,4,3
"34",2,4,3,3,2,1,1,4,4
"35",4,2,4,2,3,1,2,1,3
"36",2,1,4,4,3,2,4,3,4
