"","V1","V2","V3"
"1",5,3,2
"2",3,5,4
"3",4,1,5
"4",5,4,3
"5",4,5,3
"6",2,3,1
"7",5,5,1
"8",5,1,3
"9",4,3,1
"10",1,5,1
"11",3,2,1
"12",4,3,4
"13",3,4,5
"14",5,5,5
"15",5,2,4
"16",2,1,3
"17",2,2,2
"18",1,3,4
"19",2,5,3
"20",1,4,3
"21",3,5,2
"22",4,4,4
"23",1,1,1
"24",5,3,5
"25",3,1,2
"26",4,4,2
"27",2,3,5
"28",2,4,4
"29",2,4,2
"30",5,1,1
"31",3,2,5
"32",1,3,2
"33",4,2,2
"34",1,2,3
"35",3,1,4
"36",1,1,5
"37",2,2,4
"38",3,4,1
"39",4,2,3
"40",1,5,5
