"","V1","V2","V3","V4","V5"
"1",3,3,1,1,4
"2",3,4,4,3,4
"3",1,3,3,1,1
"4",4,3,3,2,4
"5",2,1,4,3,1
"6",4,1,1,3,4
"7",3,3,4,4,1
"8",4,2,4,4,3
"9",4,4,4,2,1
"10",3,3,1,2,2
"11",3,1,4,1,2
"12",3,2,2,3,3
"13",2,2,3,2,1
"14",2,3,2,2,3
"15",2,3,4,3,3
"16",1,3,1,4,1
"17",4,2,4,1,4
"18",1,2,4,2,2
"19",3,1,3,2,3
"20",1,1,1,1,3
"21",3,4,1,3,1
"22",1,4,1,2,4
"23",2,2,1,2,3
"24",2,4,2,3,2
"25",4,2,1,1,1
"26",4,1,3,4,1
"27",1,2,2,3,2
"28",1,1,2,2,1
"29",1,4,3,4,2
"30",4,4,1,4,3
"31",3,3,3,1,2
"32",1,4,4,1,3
"33",3,2,2,4,4
"34",2,2,3,3,3
"35",2,4,3,4,4
"36",4,1,2,2,2
"37",1,1,4,4,4
"38",2,4,2,1,1
"39",4,4,2,1,3
"40",1,3,2,3,4
"41",3,2,2,4,2
"42",2,1,1,4,2
"43",2,1,3,1,4
"44",4,3,3,3,2
