"","V1","V2","V3","V4","V5"
"1",1,2,3,1,2
"2",2,2,2,3,3
"3",3,3,2,2,2
"4",1,1,2,1,3
"5",3,2,3,3,3
"6",2,2,2,3,1
"7",1,2,1,2,3
"8",3,1,1,2,3
"9",2,2,1,1,3
"10",3,2,2,1,2
"11",3,3,1,1,3
"12",1,2,2,3,2
"13",1,1,3,2,2
"14",3,2,2,2,1
"15",3,1,3,1,3
"16",2,3,1,2,2
"17",2,1,2,1,2
"18",2,3,3,3,2
"19",1,3,2,2,2
"20",2,1,3,2,2
"21",2,2,1,3,2
"22",3,1,2,3,2
"23",1,3,2,1,1
"24",1,1,1,3,1
"25",1,3,3,3,1
"26",1,1,2,2,1
"27",3,1,1,1,1
"28",2,2,3,2,1
"29",2,1,1,3,3
"30",1,3,1,3,3
"31",3,2,1,3,2
"32",2,3,1,1,2
"33",3,1,3,3,1
"34",1,2,1,1,1
"35",3,3,3,2,2
"36",3,3,3,1,1
"37",1,2,3,2,1
"38",3,2,2,2,1
"39",2,1,3,1,1
"40",2,2,2,1,3
"41",2,3,1,2,1
"42",1,3,3,1,3
"43",1,1,3,3,3
"44",2,1,2,2,3
"45",2,3,3,2,3
"46",1,1,1,1,2
"47",3,3,1,3,1
"48",3,3,2,3,3
